user_id,month,year,total_fuel_liters,bill_amount,vehicle_type,daily_distance_km,office_days,weekend_trip_km,holiday_trip_km,fuel_price_per_liter,avg_trip_duration,occupancy_days,predicted_next_month
U814,Oct,2025,99,9977,Petrol,49,15,45,166,100.78,57,26,90
U614,Dec,2023,176,18149,Petrol,79,20,120,150,103.12,63,15,188
U993,Aug,2023,47,4705,Hybrid,46,21,87,40,100.12,87,28,50
U575,Sep,2024,110,11790,Petrol,51,19,60,299,107.19,57,25,109
U913,May,2024,0,0,Electric,9,22,45,34,104.22,17,19,0
U876,Oct,2023,99,10573,Diesel,53,23,80,230,106.8,43,29,103
U920,May,2025,78,7837,Diesel,41,25,44,214,100.48,49,21,80
U717,Feb,2024,0,0,Electric,38,25,117,100,101.82,62,28,0
U777,May,2025,117,11943,Petrol,77,16,46,56,102.08,88,22,108
U749,Mar,2023,188,19380,Petrol,74,25,22,214,103.09,53,18,175
U664,Jul,2024,36,3831,Diesel,22,18,60,155,106.42,38,17,37
U894,Oct,2024,64,6597,Petrol,23,25,12,63,103.09,34,26,63
U857,May,2023,52,5285,Hybrid,44,23,6,61,101.64,29,29,52
U957,Aug,2024,61,6131,Petrol,21,19,140,61,100.52,32,25,64
U908,Jan,2023,73,7346,Diesel,64,17,27,93,100.64,74,25,70
U692,Mar,2024,71,7531,Diesel,46,20,95,25,106.08,55,26,74
U727,Mar,2023,106,10977,Diesel,76,17,106,120,103.56,83,31,104
U677,Sep,2024,115,12168,Petrol,69,19,97,49,105.81,89,20,112
U599,May,2025,107,11284,Petrol,57,17,111,251,105.46,25,22,103
U996,Dec,2025,14,1415,Diesel,11,20,0,35,101.08,70,29,15
U536,Sep,2025,57,5764,Petrol,9,26,42,288,101.14,32,24,60
U966,Sep,2024,48,5089,Diesel,28,24,41,99,106.04,26,29,43
U997,Jan,2024,58,6134,Diesel,32,19,94,135,105.77,30,26,63
U987,Feb,2025,143,14731,Diesel,66,23,128,193,103.02,41,25,150
U596,May,2025,43,4326,Diesel,21,17,50,220,100.62,31,19,39
U652,Apr,2023,81,8108,Petrol,24,20,143,278,100.1,45,26,74
U651,Oct,2023,16,1636,Diesel,7,22,14,54,102.31,49,19,15
U690,Sep,2023,49,4903,Hybrid,41,21,124,109,100.07,41,24,50
U724,Jul,2025,50,5092,Petrol,19,20,86,148,101.84,46,28,51
U537,Jun,2025,0,0,Electric,55,16,52,264,103.36,31,30,0
U768,Jul,2025,132,13328,Petrol,52,21,144,161,100.97,25,19,130
U869,Jan,2023,51,5142,Petrol,12,22,88,186,100.83,15,25,48
U683,Jan,2024,39,4179,Petrol,17,15,105,128,107.17,63,22,35
U513,Aug,2025,0,0,Electric,52,23,5,107,104.68,55,26,0
U779,Feb,2024,20,2149,Petrol,7,18,30,67,107.48,34,27,19
U717,Dec,2024,79,8118,Hybrid,69,22,39,65,102.77,85,29,79
U855,Oct,2024,83,8749,Hybrid,77,24,68,143,105.42,51,29,90
U861,Nov,2023,95,9655,Petrol,35,21,134,52,101.64,30,26,88
U786,Sep,2024,80,8396,Petrol,30,24,12,127,104.95,53,23,72
U773,Jul,2025,100,10104,Diesel,60,21,3,206,101.04,59,26,91
U869,Jun,2023,67,6701,Petrol,38,16,2,215,100.02,78,19,66
U562,Jan,2025,29,3116,Diesel,13,15,139,67,107.45,61,24,30
U584,Jan,2025,114,11906,Petrol,66,18,64,61,104.44,37,21,115
U868,Feb,2023,69,7411,Petrol,17,26,26,209,107.42,46,25,68
U717,Jun,2025,77,7905,Diesel,73,16,106,51,102.67,63,22,74
U842,Jun,2025,102,10467,Petrol,45,22,49,115,102.62,33,21,98
U897,Feb,2023,17,1754,Petrol,5,24,16,64,103.21,81,30,16
U687,Jan,2025,114,12044,Petrol,51,21,31,129,105.65,53,30,116
U519,Oct,2024,35,3658,Petrol,8,22,16,176,104.53,74,28,32
U677,May,2025,144,15465,Diesel,67,25,33,277,107.4,25,29,151
U600,May,2024,85,8517,Diesel,56,20,34,162,100.2,63,23,86
U896,Feb,2025,40,4226,Petrol,14,15,145,151,105.67,29,30,38
U945,Jun,2023,77,7903,Diesel,32,26,49,235,102.64,75,30,77
U733,Sep,2023,29,2941,Diesel,10,23,102,157,101.44,57,19,31
U903,Feb,2025,76,7910,Petrol,31,20,32,105,104.08,29,17,68
U576,Oct,2023,60,6242,Petrol,16,26,88,254,104.04,87,27,56
U765,Feb,2025,86,8694,Hybrid,66,24,128,112,101.1,19,22,85
U955,Mar,2023,65,6605,Diesel,56,15,84,29,101.62,43,31,66
U784,Jul,2024,57,5886,Diesel,52,15,58,11,103.27,76,19,53
U706,Jun,2025,109,11256,Diesel,71,22,9,176,103.27,74,20,118
U723,Dec,2024,93,9536,Petrol,50,20,56,45,102.54,83,16,95
U884,Aug,2024,130,13154,Diesel,78,22,65,170,101.19,36,28,139
U552,Aug,2025,44,4401,Diesel,19,22,118,129,100.03,27,18,42
U839,Jun,2024,173,18642,Diesel,75,25,111,244,107.76,64,17,184
U867,Dec,2025,105,11292,Petrol,40,22,14,202,107.55,61,23,102
U644,Nov,2024,63,6543,Petrol,18,24,12,225,103.87,43,26,59
U873,Oct,2025,30,3238,Petrol,7,21,113,79,107.96,31,23,32
U569,Mar,2025,0,0,Electric,71,21,117,34,105.39,34,27,0
U599,Mar,2023,63,6334,Petrol,23,24,141,51,100.55,20,28,68
U896,Jan,2025,112,11305,Petrol,58,18,113,160,100.94,36,24,111
U525,Jul,2025,177,18997,Petrol,73,23,33,83,107.33,23,17,194
U936,May,2024,41,4306,Petrol,14,26,100,25,105.04,46,21,41
U879,Apr,2025,65,6938,Diesel,37,16,24,224,106.75,47,30,68
U969,Oct,2023,43,4609,Diesel,17,25,111,153,107.19,84,31,38
U984,Apr,2024,121,12533,Diesel,55,23,53,292,103.58,63,20,120
U553,Apr,2024,82,8231,Petrol,36,24,11,94,100.39,44,26,85
U651,Jun,2023,111,11267,Diesel,79,17,125,224,101.51,30,17,117
U644,Aug,2024,78,7841,Petrol,28,16,136,266,100.53,79,17,72
U557,Aug,2024,66,6699,Petrol,39,18,30,40,101.51,28,25,64
U539,May,2024,170,17557,Petrol,74,19,77,132,103.28,70,20,167
U609,Jun,2024,81,8176,Petrol,44,16,52,65,100.95,51,19,74
U681,Apr,2023,104,10538,Petrol,58,15,111,209,101.33,63,27,102
U542,Dec,2023,81,8389,Diesel,48,24,42,152,103.57,64,19,85
U686,Nov,2024,128,13148,Diesel,66,25,41,171,102.72,50,17,122
U923,Sep,2024,111,11515,Diesel,72,19,123,58,103.74,66,31,109
U898,Aug,2023,99,10239,Petrol,37,23,66,183,103.43,37,17,108
U723,Oct,2023,158,16615,Petrol,60,26,65,179,105.16,80,29,143
U622,Dec,2023,111,11932,Petrol,40,26,143,11,107.5,85,31,113
U633,Oct,2024,0,0,Electric,58,19,82,67,100.86,59,27,0
U663,Jan,2024,59,5946,Diesel,23,26,93,201,100.79,42,28,62
U715,Feb,2025,99,10575,Diesel,47,25,104,5,106.82,34,30,103
U721,Sep,2023,53,5514,Petrol,16,24,143,14,104.05,63,25,55
U735,Aug,2024,28,2971,Diesel,15,23,30,41,106.13,71,31,25
U831,Mar,2023,177,18004,Petrol,74,26,117,30,101.72,73,19,178
U646,Aug,2024,43,4585,Diesel,16,24,27,180,106.63,40,29,45
U739,Dec,2023,46,4939,Hybrid,45,20,3,261,107.39,33,30,42
U576,Jan,2024,0,0,Electric,29,17,137,288,105.08,27,28,0
U509,Oct,2025,10,1008,Diesel,7,18,17,20,100.85,88,28,10
U574,Apr,2025,37,3964,Petrol,7,18,46,181,107.16,76,27,38
U942,Mar,2023,27,2871,Hybrid,32,15,8,183,106.34,28,15,26
U992,Jun,2024,44,4664,Diesel,27,17,28,243,106.01,87,20,47
U901,Jul,2024,117,11733,Petrol,52,17,143,148,100.29,25,25,123
U753,Apr,2023,113,12022,Petrol,71,15,91,255,106.39,81,25,123
U730,Jul,2024,125,12637,Petrol,46,23,148,99,101.1,26,30,135
U507,Sep,2023,104,10585,Petrol,44,25,63,54,101.78,49,17,103
U674,Nov,2024,36,3766,Petrol,10,15,110,185,104.62,53,31,37
U641,Feb,2023,47,4799,Diesel,24,23,123,85,102.12,46,28,48
U668,Nov,2024,40,4211,Petrol,15,15,109,173,105.29,28,16,42
U670,Mar,2023,51,5347,Petrol,31,16,117,21,104.86,79,23,53
U893,May,2024,43,4337,Diesel,25,16,99,243,100.87,41,22,40
U934,Mar,2025,31,3262,Diesel,17,20,30,59,105.25,74,25,29
U783,Nov,2024,70,7517,Diesel,39,21,80,103,107.39,57,21,66
U622,Aug,2023,127,12863,Petrol,51,25,45,138,101.29,79,16,135
U694,Dec,2025,29,3038,Hybrid,32,15,48,158,104.78,69,18,30
U505,Oct,2024,31,3184,Hybrid,25,17,41,231,102.73,49,28,30
U529,Aug,2025,56,5806,Petrol,22,16,111,76,103.68,46,27,56
U665,Aug,2024,67,6854,Petrol,35,22,26,17,102.3,33,27,71
U922,Dec,2025,92,9460,Diesel,64,23,87,21,102.83,53,27,88
U839,Dec,2023,65,6514,Diesel,41,16,120,183,100.23,34,19,59
U636,Sep,2024,0,0,Electric,25,16,2,144,107.85,42,26,0
U996,Apr,2024,28,2940,Hybrid,18,24,59,37,105.0,17,20,30
U865,May,2023,132,13729,Diesel,64,23,78,280,104.01,46,28,139
U821,May,2025,57,5874,Diesel,27,18,144,287,103.07,72,22,55
U842,Aug,2023,64,6675,Petrol,33,19,31,142,104.31,68,22,58
U1000,Jul,2023,133,13704,Petrol,51,25,6,12,103.04,56,21,136
U645,Sep,2025,92,9464,Petrol,34,23,70,185,102.88,29,31,98
U827,Aug,2023,77,7985,Diesel,42,20,127,266,103.71,76,25,79
U717,Feb,2024,76,7767,Diesel,31,24,57,268,102.21,45,24,74
U801,Oct,2024,45,4564,Diesel,19,26,111,96,101.44,75,27,41
U632,Dec,2024,152,15876,Petrol,63,23,47,293,104.45,40,24,164
U792,Apr,2023,16,1707,Diesel,7,23,110,0,106.74,83,28,15
U570,Jun,2024,60,6073,Petrol,14,21,70,294,101.22,71,23,56
U752,Dec,2024,54,5414,Petrol,21,26,74,26,100.26,34,21,57
U915,Feb,2024,33,3365,Diesel,15,24,73,35,101.97,80,21,36
U775,Jul,2024,107,11538,Diesel,52,23,120,159,107.84,35,30,110
U945,Mar,2024,0,0,Electric,9,19,54,30,106.63,74,22,0
U864,Mar,2024,147,15401,Petrol,73,19,40,126,104.77,77,30,141
U682,Nov,2023,224,24064,Petrol,68,26,96,261,107.43,65,29,202
U667,Feb,2024,73,7559,Petrol,18,22,147,209,103.56,53,29,68
U591,Nov,2024,128,13807,Petrol,54,24,32,149,107.87,25,20,130
U702,Aug,2025,26,2661,Hybrid,30,18,33,30,102.37,71,23,24
U846,Jun,2023,145,14778,Diesel,76,23,61,99,101.92,17,29,156
U519,Jan,2023,85,8933,Hybrid,73,21,18,218,105.1,51,21,79
U539,Dec,2023,43,4430,Petrol,11,21,9,252,103.03,39,22,43
U626,Jan,2023,30,3150,Hybrid,20,17,119,170,105.01,35,30,30
U951,Jul,2024,134,13726,Petrol,59,18,122,256,102.44,56,29,136
U673,Aug,2024,60,6296,Hybrid,60,21,103,56,104.94,15,17,57
U641,May,2025,37,3781,Petrol,8,25,140,8,102.21,37,15,39
U742,Dec,2025,127,12752,Petrol,52,25,4,4,100.41,38,27,125
U720,Nov,2023,42,4506,Diesel,21,19,57,113,107.3,61,26,43
U626,May,2025,69,7387,Hybrid,40,26,58,264,107.07,21,23,70
U558,Apr,2025,124,13363,Petrol,74,17,127,172,107.77,52,16,114
U648,Jun,2023,88,9304,Petrol,42,15,85,219,105.73,61,23,90
U976,Jun,2023,76,8014,Hybrid,66,21,103,204,105.46,49,22,76
U956,Mar,2025,102,10655,Petrol,52,20,142,23,104.47,76,19,110
U817,Sep,2024,66,6666,Petrol,14,24,128,169,101.01,87,27,71
U883,Dec,2025,96,9744,Petrol,40,21,37,102,101.51,17,16,89
U861,Nov,2025,57,5832,Petrol,33,16,106,59,102.32,34,24,52
U923,Jul,2024,16,1713,Hybrid,8,26,108,85,107.12,58,20,15
U501,Jan,2024,81,8211,Diesel,48,18,52,254,101.38,46,21,88
U887,Jul,2023,81,8697,Diesel,60,16,51,164,107.38,40,17,73
U961,May,2023,0,0,Electric,46,22,0,166,104.18,62,28,0
U848,May,2025,43,4545,Petrol,17,21,10,83,105.72,19,30,43
U690,Feb,2024,103,10390,Petrol,50,15,57,201,100.88,73,20,106
U691,Apr,2023,79,8069,Petrol,37,16,127,89,102.15,75,22,74
U869,Dec,2025,49,5275,Petrol,25,16,43,88,107.67,63,15,46
U909,Jun,2024,128,13072,Petrol,61,18,5,119,102.13,44,29,126
U812,Oct,2025,64,6551,Hybrid,73,17,7,155,102.37,31,31,58
U917,Nov,2023,80,8126,Diesel,74,15,4,187,101.58,84,17,73
U922,Jul,2023,193,19498,Petrol,71,26,105,187,101.03,72,20,177
U617,Nov,2024,92,9372,Diesel,52,16,111,261,101.87,77,31,93
U634,May,2025,67,7044,Diesel,37,25,16,51,105.14,75,27,65
U558,Sep,2024,45,4663,Hybrid,40,23,8,139,103.64,77,31,43
U544,Mar,2023,34,3550,Hybrid,37,15,77,18,104.43,29,30,32
U673,Jan,2023,68,6866,Diesel,35,23,13,74,100.98,15,31,64
U660,Apr,2025,60,6385,Diesel,25,21,112,229,106.42,27,15,58
U673,Sep,2025,52,5526,Diesel,31,16,90,129,106.27,62,30,48
U817,Apr,2025,76,7612,Diesel,76,16,24,54,100.17,48,20,79
U803,Feb,2024,143,14739,Petrol,66,19,97,270,103.07,44,22,132
U649,Oct,2025,65,6535,Petrol,30,19,2,99,100.55,33,15,70
U580,May,2025,92,9783,Diesel,70,18,138,68,106.34,78,16,84
U874,Mar,2023,77,8154,Petrol,16,26,111,298,105.9,80,29,83
U713,Dec,2023,80,8577,Petrol,26,24,145,16,107.22,71,19,85
U703,Sep,2025,48,4890,Diesel,21,24,46,115,101.89,58,29,49
U752,Apr,2025,42,4353,Petrol,11,26,49,151,103.65,26,24,45
U729,Jun,2023,112,11365,Diesel,72,17,123,115,101.48,54,19,103
U664,Feb,2025,61,6281,Diesel,41,18,89,29,102.97,38,17,57
U727,Jun,2024,0,0,Electric,42,24,66,50,104.18,25,20,0
U647,Mar,2024,32,3213,Petrol,15,18,1,59,100.43,80,29,30
U520,Dec,2024,39,4123,Petrol,5,16,146,228,105.72,15,28,37
U941,Dec,2025,49,5113,Diesel,29,19,1,258,104.35,72,24,49
U902,Sep,2023,58,6184,Diesel,46,19,64,4,106.63,42,18,52
U547,Nov,2025,0,0,Electric,56,19,90,27,102.17,82,25,0
U733,Feb,2025,86,9221,Petrol,28,25,115,253,107.23,73,21,81
U805,Dec,2023,178,19222,Petrol,57,25,48,230,107.99,85,29,181
U514,Dec,2023,86,9232,Hybrid,60,24,68,199,107.35,36,23,94
U643,Sep,2023,131,13914,Petrol,67,15,131,270,106.22,43,29,131
U915,May,2024,29,3088,Diesel,12,20,144,45,106.5,88,26,28
U501,Aug,2025,160,16734,Petrol,63,25,125,27,104.59,83,20,155
U873,Feb,2023,83,8426,Petrol,49,16,52,6,101.52,59,20,87
U554,Jun,2025,100,10542,Petrol,31,21,111,231,105.42,84,29,91
U874,Mar,2024,122,12895,Petrol,56,18,149,198,105.7,31,19,133
U759,Dec,2024,38,4099,Diesel,22,19,138,93,107.88,53,18,37
U644,Dec,2023,26,2712,Hybrid,20,19,112,81,104.33,54,31,25
U971,Oct,2023,164,16755,Petrol,70,19,142,87,102.17,42,24,179
U941,May,2025,27,2847,Diesel,9,16,113,185,105.47,16,26,29
U959,Dec,2023,49,5284,Petrol,7,19,137,242,107.84,41,19,50
U512,Aug,2025,99,10040,Diesel,74,17,47,67,101.42,35,21,89
U830,Oct,2023,39,4001,Petrol,11,18,30,186,102.61,21,26,40
U724,Jan,2025,48,5008,Hybrid,54,16,36,238,104.34,75,16,46
U772,May,2025,39,3953,Diesel,18,18,107,217,101.36,66,31,38
U956,Mar,2025,71,7112,Diesel,42,23,27,107,100.18,62,27,66
U858,Apr,2025,86,8832,Diesel,51,22,69,37,102.7,33,19,86
U960,Feb,2024,85,9088,Diesel,37,25,13,275,106.92,87,19,89
U908,Sep,2025,0,0,Electric,47,26,121,9,100.35,26,26,0
U656,Mar,2023,35,3620,Diesel,33,17,15,25,103.43,85,26,38
U873,Feb,2024,43,4562,Hybrid,61,15,24,47,106.1,16,21,40
U508,Oct,2024,16,1722,Diesel,9,15,65,13,107.63,31,20,14
U622,Nov,2025,122,13161,Petrol,64,20,37,99,107.88,89,24,125
U848,Sep,2024,104,10751,Diesel,74,17,102,186,103.38,17,30,111
U664,Jul,2025,17,1829,Petrol,6,18,97,11,107.6,35,16,18
U590,Jun,2023,91,9125,Diesel,74,15,114,278,100.28,65,18,95
U636,Jan,2025,124,13140,Petrol,47,22,39,166,105.97,24,23,116
U686,May,2024,19,1997,Diesel,8,15,63,121,105.14,69,19,20
U816,Dec,2023,120,12240,Petrol,60,19,88,94,102.0,50,15,130
U678,Nov,2025,138,14360,Petrol,63,20,99,24,104.06,65,25,128
U528,Nov,2023,31,3132,Petrol,13,16,143,16,101.04,88,17,31
U720,Mar,2023,0,0,Electric,7,21,81,28,106.97,31,15,0
U857,Jan,2024,131,13474,Petrol,52,21,76,71,102.86,75,18,129
U541,Apr,2023,89,9345,Petrol,47,15,58,269,105.01,89,23,97
U728,Feb,2024,27,2734,Diesel,5,18,90,249,101.27,27,30,24
U692,Feb,2023,147,14942,Diesel,61,26,97,294,101.65,79,21,150
U911,Mar,2025,124,13384,Petrol,57,18,138,143,107.94,88,19,116
U947,Aug,2023,57,6043,Petrol,20,19,0,273,106.02,62,27,57
U645,Aug,2025,107,11523,Petrol,55,15,12,222,107.7,84,25,112
U701,Dec,2025,0,0,Electric,79,15,29,74,102.37,61,28,0
U917,Jul,2023,143,14488,Petrol,59,21,17,101,101.32,24,31,139
U712,Jun,2025,21,2184,Petrol,5,23,77,19,104.02,71,26,22
U961,Sep,2023,75,7796,Petrol,32,15,140,116,103.96,27,19,78
U720,Apr,2023,100,10140,Petrol,57,16,31,173,101.4,75,22,101
U740,Dec,2025,95,10057,Diesel,62,20,70,172,105.87,72,16,89
U913,Jan,2025,149,15330,Petrol,77,20,49,3,102.89,82,31,146
U897,Aug,2024,124,12584,Petrol,64,16,115,147,101.49,43,16,130
U546,Jul,2025,139,14269,Petrol,63,23,112,113,102.66,30,17,147
U535,Jul,2024,74,7733,Petrol,26,18,79,166,104.51,77,29,70
U753,Mar,2025,56,5925,Petrol,12,21,30,299,105.81,61,19,57
U890,Apr,2023,94,9762,Diesel,53,20,50,117,103.86,57,31,86
U582,Oct,2025,102,10628,Diesel,46,25,59,99,104.2,37,28,92
U871,Sep,2023,51,5156,Hybrid,31,25,32,273,101.11,44,15,51
U756,Jun,2023,51,5473,Hybrid,43,17,126,174,107.32,71,28,48
U697,May,2023,65,6982,Diesel,29,22,125,158,107.43,44,23,59
U803,Mar,2024,95,10019,Petrol,42,21,40,226,105.47,81,19,99
U909,Sep,2025,51,5107,Diesel,28,23,18,37,100.14,70,18,50
U950,May,2023,43,4484,Diesel,28,17,40,197,104.3,38,15,45
U510,May,2023,74,7772,Diesel,64,15,84,135,105.03,22,17,76
U812,Apr,2024,74,7989,Diesel,54,16,88,103,107.96,58,25,77
U786,Apr,2025,184,19866,Petrol,70,26,41,192,107.97,48,30,176
U742,Dec,2025,55,5877,Diesel,18,25,119,249,106.86,49,25,52
U751,Jan,2024,113,11357,Diesel,57,26,22,12,100.51,64,24,115
U865,Jul,2024,0,0,Electric,36,15,32,54,107.63,31,26,0
U505,Sep,2025,124,13007,Petrol,52,25,19,84,104.9,16,19,131
U619,Mar,2024,82,8725,Petrol,43,19,89,108,106.41,68,24,82
U789,Dec,2025,99,10222,Petrol,44,24,103,42,103.26,58,27,93
U874,Feb,2025,62,6358,Diesel,46,16,11,70,102.56,63,21,63
U565,Mar,2023,61,6326,Petrol,12,17,142,267,103.71,16,30,66
U646,Jan,2023,78,7891,Petrol,30,22,50,58,101.17,86,20,71
U724,Jun,2025,0,0,Electric,16,24,5,43,102.86,84,24,0
U739,Nov,2025,102,10899,Petrol,47,19,90,271,106.86,23,24,109
U677,Nov,2025,70,7021,Diesel,55,18,68,13,100.3,15,25,64
U767,Jul,2025,155,15687,Petrol,67,19,122,111,101.21,83,24,140
U841,Nov,2025,123,12423,Diesel,53,24,145,227,101.0,23,28,119
U782,Nov,2025,54,5573,Diesel,31,20,114,168,103.22,28,29,53
U563,Feb,2024,29,3131,Hybrid,13,26,110,290,107.98,41,21,29
U717,Aug,2025,60,6083,Hybrid,43,21,60,245,101.39,23,27,60
U842,Jun,2024,208,21041,Petrol,69,23,106,265,101.16,50,25,225
U815,Apr,2024,138,14810,Petrol,75,15,77,242,107.32,17,21,145
U783,May,2025,169,18093,Petrol,75,18,94,157,107.06,37,25,185
U677,Aug,2025,39,3910,Diesel,11,26,73,299,100.26,87,28,38
U961,Mar,2024,92,9752,Hybrid,76,26,47,17,106.01,44,31,84
U917,Mar,2024,157,16522,Petrol,71,23,95,82,105.24,33,30,171
U598,Nov,2025,36,3821,Diesel,14,19,30,230,106.14,81,15,32
U605,Apr,2025,184,19128,Petrol,75,22,33,252,103.96,64,23,194
U599,Jan,2024,126,13599,Diesel,57,26,86,166,107.93,62,23,114
U885,Sep,2024,0,0,Electric,61,15,134,41,100.35,17,24,0
U905,Aug,2024,76,7742,Petrol,31,18,82,248,101.87,80,29,82
U996,Aug,2023,179,18467,Petrol,58,26,134,247,103.17,41,30,175
U811,Oct,2024,51,5283,Petrol,8,26,46,285,103.6,54,25,48
U506,Jun,2023,60,6442,Diesel,27,23,135,19,107.37,32,31,56
U976,Jul,2025,72,7522,Diesel,52,15,128,41,104.48,41,27,71
U965,Jun,2025,78,7828,Petrol,46,15,124,86,100.36,25,20,72
U697,Sep,2024,41,4233,Petrol,7,18,76,260,103.26,53,29,42
U851,Mar,2025,38,3926,Petrol,7,17,2,296,103.33,33,30,36
U633,Mar,2025,60,6463,Diesel,32,21,91,239,107.72,21,18,57
U858,Mar,2025,132,13832,Diesel,67,25,142,166,104.79,71,22,130
U759,Oct,2025,85,8932,Petrol,35,17,99,218,105.09,16,21,85
U937,Mar,2023,34,3594,Diesel,14,15,126,132,105.71,52,31,31
U523,Sep,2023,100,10616,Diesel,53,26,67,206,106.16,19,30,104
U985,Dec,2024,71,7460,Petrol,25,25,132,50,105.08,50,16,76
U553,Apr,2024,161,16405,Petrol,57,24,89,105,101.9,82,31,153
U665,Jul,2024,76,8131,Diesel,58,16,88,183,106.99,71,18,71
U702,Sep,2025,0,0,Electric,61,24,9,200,105.86,34,28,0
U958,Nov,2025,37,3919,Petrol,24,18,7,10,105.93,19,22,34
U583,Dec,2023,85,9177,Petrol,53,15,11,253,107.97,38,19,77
U645,Jul,2023,33,3511,Petrol,11,15,63,149,106.42,44,19,33
U585,Sep,2024,66,7037,Diesel,33,26,117,95,106.63,42,19,62
U578,Dec,2023,137,14742,Petrol,52,22,58,105,107.61,67,19,128
U957,Mar,2023,48,4858,Petrol,17,21,49,142,101.21,65,17,52
U866,Apr,2023,22,2287,Diesel,7,22,39,165,103.98,21,20,21
U501,Aug,2023,15,1569,Diesel,6,18,121,0,104.64,56,15,16
U551,Jun,2023,47,4823,Petrol,20,20,96,45,102.63,49,22,43
U673,May,2024,43,4588,Petrol,10,17,126,241,106.72,48,27,45
U705,Apr,2024,116,12307,Diesel,49,25,86,277,106.1,87,20,116
U760,Aug,2023,178,18827,Petrol,75,22,76,2,105.77,68,30,162
U946,Jan,2024,36,3887,Petrol,9,18,120,141,107.98,43,22,37
U949,Sep,2025,50,5104,Hybrid,60,17,145,60,102.08,24,31,53
U869,Jan,2023,147,15564,Petrol,75,18,148,293,105.88,41,22,137
U988,Aug,2025,67,6995,Diesel,36,20,110,224,104.41,27,29,70
U788,Apr,2024,67,6867,Hybrid,53,25,128,169,102.5,56,24,66
U534,Sep,2024,45,4557,Petrol,17,21,40,133,101.28,51,15,47
U848,Nov,2025,92,9859,Petrol,34,21,136,40,107.17,75,23,95
U595,May,2024,62,6495,Diesel,29,26,22,230,104.76,35,31,56
U572,Mar,2023,73,7781,Hybrid,64,18,77,225,106.6,17,15,68
U539,Sep,2025,75,7827,Hybrid,63,22,10,138,104.36,22,23,74
U654,Nov,2023,58,5902,Diesel,32,21,70,109,101.76,84,28,63
U750,Sep,2025,126,12940,Petrol,62,16,25,296,102.7,31,19,122
U662,Apr,2024,43,4431,Diesel,24,22,29,56,103.05,24,20,44
U938,Nov,2025,110,11855,Petrol,38,23,101,122,107.78,27,19,99
U618,Apr,2025,46,4602,Petrol,9,19,68,239,100.05,26,18,47
U759,Dec,2023,145,15644,Petrol,64,18,132,85,107.89,80,30,147
U879,Aug,2024,99,10676,Petrol,47,18,60,175,107.84,88,30,103
U806,Feb,2023,78,8421,Diesel,61,18,105,62,107.97,37,24,84
U768,Sep,2024,104,10796,Petrol,61,20,22,38,103.81,79,28,96
U949,Jun,2023,184,19818,Petrol,79,25,112,137,107.71,66,27,175
U554,Sep,2025,122,12585,Petrol,58,18,29,240,103.16,75,18,134
U736,Aug,2023,56,5611,Hybrid,49,21,66,225,100.21,40,28,52
U889,Jul,2024,85,8652,Diesel,41,21,130,205,101.79,29,23,88
U978,Jan,2024,133,14305,Petrol,52,19,120,163,107.56,36,17,138
U722,Dec,2025,104,10411,Petrol,58,19,82,26,100.11,79,24,107
U751,Mar,2024,129,13463,Petrol,52,24,61,182,104.37,40,29,121
U813,Nov,2023,19,1911,Hybrid,10,22,56,197,100.6,35,16,17
U901,Feb,2025,58,5932,Diesel,38,21,0,106,102.29,38,16,59
U612,May,2024,126,12688,Diesel,67,21,101,188,100.7,30,23,118
U755,May,2024,68,7267,Diesel,52,20,68,35,106.88,46,18,70
U803,May,2023,62,6493,Petrol,27,21,58,84,104.73,30,19,61
U907,Apr,2023,33,3538,Diesel,17,21,45,154,107.22,56,16,32
U707,May,2025,92,9706,Diesel,51,24,105,168,105.51,46,21,88
U729,Mar,2024,104,11208,Petrol,48,16,33,283,107.77,64,20,113
U841,Dec,2023,128,13322,Petrol,36,24,100,271,104.08,55,30,128
U898,Jan,2025,45,4729,Diesel,30,16,96,34,105.11,38,28,45
U566,May,2024,81,8473,Hybrid,57,24,28,183,104.61,27,26,88
U575,Sep,2024,58,6024,Petrol,18,21,122,98,103.87,89,20,59
U935,Sep,2025,76,8114,Hybrid,56,24,72,236,106.77,24,27,82
U603,Apr,2025,65,6835,Diesel,40,21,142,121,105.16,56,29,59
U922,Mar,2023,22,2341,Petrol,12,21,3,22,106.41,55,28,23
U692,Jan,2024,79,8396,Petrol,44,19,37,62,106.29,17,22,76
U752,Feb,2024,59,5990,Petrol,26,15,19,149,101.53,69,25,62
U726,Aug,2024,43,4523,Diesel,20,16,112,194,105.2,30,23,46
U794,Jan,2025,135,13716,Petrol,64,23,22,79,101.6,58,26,128
U806,Aug,2023,170,17793,Petrol,64,22,110,152,104.67,44,20,166
U598,Jul,2024,28,2951,Diesel,14,22,135,16,105.42,51,17,29
U838,Aug,2025,46,4967,Diesel,29,24,44,38,107.98,74,15,42
U786,Dec,2024,78,7818,Petrol,35,15,96,201,100.24,38,29,81
U835,Jun,2023,69,6950,Petrol,25,20,32,279,100.73,40,29,63
U847,Dec,2024,108,10866,Petrol,37,23,134,87,100.62,72,19,116
U935,Sep,2023,68,7016,Diesel,35,22,21,299,103.19,23,25,64
U947,Mar,2023,66,7033,Diesel,25,17,132,291,106.57,75,15,66
U982,Oct,2024,81,8646,Petrol,40,18,14,69,106.75,33,24,74
