user_id,month,year,total_liters,bill_amount,bathroom_liters,kitchen_liters,garden_liters,washing_machine_liters,holiday_days
U617,Nov,2023,22465,927.66,9018,5107,3533,4807,0
U622,Jul,2023,23182,970.81,11571,4009,3916,3686,5
U317,Nov,2024,22702,948.15,7621,5160,5113,4808,3
U334,May,2025,20428,838.0,10142,2842,4227,3217,7
U258,Sep,2024,21336,885.48,8005,5096,4517,3718,3
U244,Mar,2023,15253,629.56,5186,2571,3110,4386,1
U373,Jan,2023,15782,657.3,6041,2348,4228,3165,1
U360,Apr,2025,18957,790.92,8015,2985,3233,4724,1
U373,Sep,2025,12766,534.42,4374,2769,2807,2816,3
U517,Apr,2025,14681,608.9,5260,3507,3009,2905,6
U503,Feb,2024,19710,827.71,9281,2361,4560,3508,0
U349,Oct,2025,19482,817.85,9737,3535,2905,3305,6
U280,May,2025,17086,715.6,6213,3942,3522,3409,1
U574,Mar,2023,19964,830.0,6583,4246,4804,4331,7
U413,Dec,2023,14665,607.1,6725,2795,2815,2330,7
U403,Sep,2025,21951,907.99,9221,3009,5704,4017,2
U452,Apr,2025,23683,971.29,7580,3766,6121,6216,6
U429,Jun,2023,23007,949.02,11258,4377,3962,3410,0
U364,Feb,2025,15513,647.18,4896,3181,3409,4027,7
U427,Jun,2024,12495,519.84,5311,1790,2456,2938,2
U347,Mar,2024,23372,979.67,8993,4856,5082,4441,0
U220,Dec,2024,17822,731.59,7330,3969,3041,3482,1
U641,Dec,2025,24122,992.75,8265,5176,5857,4824,6
U602,Sep,2023,14072,588.06,6158,2132,2629,3153,5
U247,Nov,2025,19795,818.69,9738,2983,4222,2852,4
U433,Feb,2025,20529,844.12,8040,4376,4622,3491,1
U505,Dec,2023,15949,669.8,6452,2027,4116,3354,7
U214,Dec,2023,18033,753.55,6274,2862,3963,4934,3
U343,Sep,2023,23300,964.82,11146,3555,5046,3553,5
U615,May,2024,22009,920.49,10877,3571,4253,3308,3
U201,Aug,2025,20328,847.28,9295,2955,4268,3810,0
U573,Feb,2023,14555,608.25,5946,2235,3813,2561,3
U254,Jun,2025,18370,768.15,9026,1946,3312,4086,5
U574,Mar,2024,16415,674.41,5429,2268,4255,4463,5
U459,Dec,2024,17959,747.51,7106,2775,3392,4686,1
U344,Dec,2023,21107,865.53,8601,3828,5153,3525,2
U671,Oct,2023,17993,738.49,7168,3369,4069,3387,1
U641,May,2025,23730,994.38,10927,3825,4074,4904,0
U659,Dec,2023,17021,706.84,7388,2716,3217,3700,7
U212,Aug,2025,22292,930.38,7252,3766,6217,5057,3
U530,Oct,2023,14907,623.69,5505,2633,3255,3514,2
U424,Jan,2025,14914,625.64,5485,2147,3214,4068,6
U472,May,2025,22174,928.41,9160,2902,6000,4112,4
U656,Mar,2025,15870,658.34,5686,2647,3441,4096,5
U558,Apr,2025,24720,1021.83,7995,6674,5524,4527,2
U660,Feb,2024,23759,977.79,10233,3588,4079,5859,7
U608,Sep,2025,21190,877.27,9963,4348,3387,3492,6
U356,Mar,2023,22339,924.09,10863,3195,4914,3367,2
U573,Feb,2024,17085,710.05,8448,2485,3195,2957,1
U208,Oct,2024,24886,1036.89,11353,4863,3527,5143,6
U322,Nov,2025,18546,778.53,6081,2726,4421,5318,4
U548,Sep,2024,12395,517.22,5833,1551,2706,2305,7
U364,Jul,2025,23790,990.7,9040,5822,4330,4598,5
U290,Jun,2023,24702,1021.06,11016,4121,4593,4972,7
U336,Jan,2025,12938,530.9,5256,1604,3619,2459,0
U386,May,2024,21828,901.24,10165,2443,5203,4017,0
U516,Dec,2023,22916,957.17,8824,5375,4269,4448,2
U378,Nov,2025,14510,597.89,4532,3738,3242,2998,6
U228,Nov,2023,16636,693.92,6843,2856,3899,3038,2
U420,Mar,2023,13649,567.52,4562,2114,3107,3866,3
U557,Jan,2024,15690,645.99,7736,2911,2533,2510,4
U241,Apr,2023,15435,636.87,6257,2431,3630,3117,5
U428,Feb,2024,15201,630.79,6243,2542,3643,2773,2
U392,Feb,2023,16179,670.11,7789,2823,2660,2907,3
U611,Mar,2025,24558,1026.0,10435,3822,4808,5493,6
U647,Aug,2023,22483,938.31,8106,4683,4519,5175,4
U345,Aug,2025,24675,1025.85,8863,5962,5477,4373,5
U401,Dec,2025,20405,853.38,8168,4398,3771,4068,0
U617,Jul,2023,15237,633.29,7212,2217,2434,3374,3
U412,Jun,2025,15862,665.64,7279,2210,3374,2999,6
U661,Sep,2023,12058,497.0,5939,1573,2536,2010,4
U420,Apr,2023,23122,964.51,7269,4275,5159,6419,3
U440,Dec,2025,16938,700.72,5990,3270,4336,3342,2
U613,Jan,2025,14971,617.99,4731,2901,4031,3308,1
U597,Aug,2024,21719,894.4,9778,2705,5356,3880,0
U246,Jul,2025,20314,844.1,6666,3175,5723,4750,2
U235,Jul,2024,23911,985.5,7650,4367,6161,5733,2
U453,Mar,2025,21628,891.08,8917,3971,5132,3608,6
U590,Apr,2023,21354,896.67,8163,4201,3827,5163,6
U282,Oct,2025,23492,982.01,10407,3889,4573,4623,4
U571,Sep,2023,15345,640.63,6098,3215,2910,3122,6
U456,Jun,2023,14486,605.43,5578,3095,3057,2756,3
U397,May,2023,12561,527.17,4837,2205,2573,2946,0
U503,Mar,2024,15981,664.38,7580,1889,3345,3167,2
U609,Sep,2025,18261,752.72,6921,3470,3524,4346,4
U650,May,2023,13737,575.06,5037,2403,2744,3553,7
U210,May,2023,21096,880.6,7757,3035,4798,5506,7
U512,Apr,2024,15554,644.16,5277,4073,3113,3091,0
U486,Apr,2025,24682,1023.65,11653,3569,4196,5264,6
U442,Dec,2025,21918,907.65,7218,4779,4972,4949,6
U451,Jan,2024,23115,969.21,11135,3570,4859,3551,3
U565,Jul,2024,23723,980.79,8461,3488,6791,4983,6
U205,Sep,2025,24098,1011.24,11564,2646,4057,5831,7
U319,Mar,2024,21126,885.4,9679,3722,4306,3419,2
U489,Dec,2025,19095,794.93,7951,2779,3654,4711,7
U574,Feb,2025,20266,842.66,8793,2853,4747,3873,5
U265,Mar,2023,12294,508.6,4489,3054,2442,2309,2
U346,Jan,2023,20212,829.06,8384,3457,3927,4444,2
U424,Jun,2025,23434,963.78,8400,3095,6785,5154,6
U439,Nov,2025,21230,886.44,8077,3524,4358,5271,0
U377,Nov,2025,17330,718.7,7849,3004,2993,3484,6
U467,Jul,2025,16655,685.35,5809,2881,3914,4051,0
U541,Nov,2025,13109,540.93,6131,1433,2700,2845,0
U482,Nov,2025,15771,661.56,5916,2846,4058,2951,7
U263,Feb,2024,20563,850.63,8357,2699,4876,4631,0
U417,Aug,2025,18123,759.49,8851,3002,3654,2616,4
U542,Jun,2024,19647,811.51,8571,3587,4033,3456,1
U515,Apr,2024,13174,547.29,5653,1560,2504,3457,6
U483,May,2025,13164,539.99,5822,1895,2643,2804,4
U377,Aug,2025,21284,883.75,10293,3107,3560,4324,2
U661,Mar,2024,21475,894.15,7509,4330,4676,4960,4
U617,Mar,2024,22203,915.53,9384,3322,5330,4167,3
U298,Nov,2025,21037,874.7,7995,3358,4659,5025,5
U305,Apr,2025,22183,923.86,6707,6137,4193,5146,0
U299,Jan,2024,20712,863.42,6732,2913,6334,4733,6
U585,Sep,2024,16466,687.89,6010,4159,2750,3547,3
U605,Aug,2024,17538,724.52,7243,2157,3979,4159,6
U696,Aug,2023,24388,1013.75,11615,3291,5682,3800,7
U511,Oct,2024,24948,1047.36,11431,4038,4703,4776,5
U206,Jun,2023,19111,800.72,7848,2575,4526,4162,3
U676,Jul,2025,20434,857.26,6432,3178,5853,4971,6
U665,Jun,2025,14800,612.51,5286,2390,3176,3948,2
U397,Sep,2024,16607,693.96,6200,4107,2647,3653,0
U551,Mar,2025,23088,960.92,9797,3668,4306,5317,3
U333,Mar,2025,22794,936.44,7134,4904,4633,6123,2
U558,Mar,2025,19262,805.61,7821,3899,3155,4387,0
U459,Oct,2025,22465,936.28,10789,4068,3177,4431,1
U637,Mar,2023,13541,557.87,5972,2555,2894,2120,2
U223,Sep,2023,14765,606.54,6783,2134,2976,2872,4
U685,Dec,2024,22306,933.22,9732,2795,5867,3912,6
U253,Apr,2024,16491,677.43,5628,2784,4030,4049,7
U365,Jul,2024,24899,1023.13,8019,4085,5312,7483,0
U402,Sep,2025,15083,624.85,7027,1830,3488,2738,3
U658,Nov,2025,17356,713.94,7621,1994,3655,4086,5
U283,Dec,2023,13857,580.8,5750,3138,2342,2627,3
U345,Jul,2023,12769,529.53,4314,3248,2958,2249,4
U285,Sep,2024,13422,557.94,5646,1633,3393,2750,6
U278,Dec,2023,20598,863.64,6308,3352,5553,5385,4
U657,Mar,2023,14972,621.79,4847,2307,4397,3421,3
U566,Apr,2023,13872,573.66,5026,2266,3179,3401,7
U201,Aug,2023,17599,735.59,6841,2590,4110,4058,6
U251,Jun,2023,22886,948.46,7417,6020,4689,4760,5
U373,May,2024,14269,589.57,4622,2091,4331,3225,0
U405,Apr,2024,17275,720.77,7690,2322,3607,3656,6
U460,Aug,2023,16749,700.14,6933,2121,4541,3154,2
U646,Jan,2024,18571,776.11,7553,4363,2820,3835,6
U649,Sep,2025,21373,897.19,8345,4998,4267,3763,4
U569,Jan,2023,17072,713.38,8455,2958,2427,3232,4
U688,Aug,2025,21631,903.53,6704,4257,4905,5765,4
U488,Apr,2024,23245,972.98,7813,3673,5254,6505,5
U234,Sep,2024,17463,715.99,7500,2433,4045,3485,6
U548,Nov,2025,23525,973.05,7699,4567,6243,5016,7
U295,May,2024,19450,811.8,8127,4004,3797,3522,7
U272,Mar,2023,23089,960.5,9548,3425,6021,4095,6
U239,Sep,2025,23095,951.0,11413,3062,3589,5031,7
U354,Nov,2023,20420,843.42,9733,3419,3799,3469,1
U450,Sep,2025,15959,659.69,7805,2018,2469,3667,5
U362,Apr,2024,22085,918.03,7127,4739,4576,5643,0
U638,Nov,2025,13313,556.9,6305,1944,2957,2107,0
U318,Apr,2025,19847,832.23,6466,2768,4967,5646,0
U459,Dec,2023,13070,545.67,5575,2102,2944,2449,0
U579,Aug,2024,21166,885.65,9398,4517,3998,3253,0
U506,Feb,2023,21930,909.44,7284,3787,5959,4900,7
U468,Sep,2024,15285,632.64,6519,2319,2688,3759,3
U649,Jun,2023,20949,867.14,6504,3079,5684,5682,4
U254,Sep,2025,15095,628.19,5413,3127,3056,3499,5
U436,Aug,2023,12320,506.65,5965,2350,2178,1827,3
U589,Jul,2024,14321,595.46,4788,2579,3446,3508,5
U678,Jan,2024,12555,523.11,3930,2139,3438,3048,1
U422,Dec,2025,16939,701.93,6584,4052,3377,2926,6
U451,Mar,2024,17432,731.33,8195,3223,3312,2702,2
U513,Nov,2023,13386,556.97,4221,2872,3262,3031,4
U601,Feb,2025,16763,690.97,6220,2752,3647,4144,1
U312,May,2024,23239,963.94,11153,2950,5076,4060,3
U455,May,2024,22619,942.66,7320,5249,4090,5960,2
U503,May,2023,18854,779.12,6827,3660,4812,3555,6
U607,Apr,2023,22196,911.8,10114,3674,4238,4170,1
U407,May,2025,22122,919.91,9039,2809,5990,4284,6
U429,Mar,2024,19637,823.73,9160,3168,4353,2956,6
U541,Dec,2023,16841,698.65,5428,4160,3014,4239,7
U598,Jan,2025,24962,1046.06,12084,5014,3444,4420,5
U266,May,2024,22355,935.22,10886,2538,4119,4812,2
U275,Sep,2024,15867,652.89,5252,3462,3055,4098,5
U635,Sep,2025,22618,943.36,6938,4918,4730,6032,6
U303,Apr,2025,15793,654.39,7864,2997,2321,2611,7
U622,Mar,2023,19373,799.14,7680,4095,3272,4326,1
U392,Jan,2024,14513,605.0,6014,3340,2693,2466,6
U452,Feb,2024,15803,659.66,6687,3573,2714,2829,3
U426,Aug,2024,14327,589.98,6560,1903,2608,3256,6
U494,Jan,2025,20809,872.2,9622,3860,4272,3055,5
U506,Aug,2023,14165,591.41,4798,2867,2784,3716,2
U298,Jul,2024,15308,641.92,5316,2427,4302,3263,1
U538,Aug,2025,18452,762.38,8771,2313,3147,4221,5
U486,Dec,2024,20067,841.6,9309,2326,4535,3897,6
U535,Jun,2023,19642,812.56,8318,4066,3881,3377,3
U547,Dec,2024,18404,755.56,9182,2442,3968,2812,4
U635,Sep,2023,12992,542.58,5807,2668,1910,2607,7
U647,Mar,2023,17424,726.64,5979,3681,4388,3376,3
U682,Oct,2024,21569,897.23,10122,3831,3610,4006,6
U508,Apr,2024,16381,679.65,6273,2611,3533,3964,3
U449,Jun,2023,15174,622.62,4661,3064,4051,3398,7
U366,Aug,2025,16782,698.54,6113,3013,3085,4571,4
U681,May,2023,21497,890.34,9731,2907,5202,3657,3
U672,Mar,2024,17560,729.8,8640,3269,2704,2947,4
U535,Jun,2024,19460,806.21,6912,4070,4274,4204,6
U230,Apr,2025,15078,632.76,5266,2035,4285,3492,4
U447,Sep,2023,22878,951.82,9442,4890,4849,3697,5
U306,Mar,2023,14983,625.53,6927,1782,2840,3434,5
U251,Apr,2023,19259,807.65,8653,2977,3180,4449,4
U281,Jul,2024,18054,750.89,7438,3336,4212,3068,1
U333,Jul,2023,14523,595.62,6190,1679,3735,2919,2
U485,Dec,2025,23774,975.55,8283,5121,4177,6193,1
U588,Dec,2024,21677,903.98,8378,4414,5305,3580,4
U338,Apr,2024,22292,920.19,7826,4781,4827,4858,2
U384,Jun,2023,16581,689.43,7907,2018,3307,3349,5
U601,Dec,2025,23907,985.02,7710,4067,6640,5490,2
U530,Mar,2024,17609,726.73,7676,2478,3485,3970,4
U473,Jun,2024,14001,581.11,4929,3556,2268,3248,5
U540,Dec,2023,13387,561.93,5289,1728,3249,3121,2
U672,Feb,2023,23375,972.78,8412,4275,4811,5877,2
U269,Aug,2025,18552,778.0,6764,4411,3473,3904,1
U234,Feb,2023,13030,546.73,4587,2987,2758,2698,2
U462,Nov,2025,21957,904.81,9892,4397,4525,3143,6
U253,Jul,2024,24955,1030.92,9311,6170,4279,5195,4
U650,Sep,2025,13220,552.2,5886,2034,2795,2505,0
U405,Jan,2025,23998,1004.72,9388,3826,5987,4797,0
U326,Aug,2025,22606,938.58,9256,2751,4350,6249,0
U435,Jul,2024,24537,1030.39,10027,3337,4976,6197,4
U243,Jun,2023,18035,739.64,8930,2844,2552,3709,0
U440,Jun,2024,21810,900.74,8144,3164,5764,4738,1
U659,Jun,2023,21455,893.02,7327,4906,3992,5230,4
U571,Sep,2025,18523,768.14,8934,1989,3637,3963,6
U311,Feb,2025,20074,825.37,6724,3362,4033,5955,5
U449,Jan,2025,21063,871.33,9833,3807,3049,4374,6
U351,Dec,2025,12834,526.52,4235,2159,2611,3829,4
U383,Jun,2025,23014,958.37,9936,4521,3506,5051,4
U536,Oct,2023,21110,884.36,6968,5645,5086,3411,2
U295,Nov,2023,13724,574.83,6650,2542,2048,2484,2
U659,Aug,2025,18598,775.53,7681,2929,4359,3629,2
U574,Mar,2024,14413,597.65,5273,3474,2601,3065,7
U600,Dec,2024,21505,892.72,7055,3037,4610,6803,7
U208,Oct,2025,17993,740.18,6733,3884,4368,3008,3
U588,Jan,2023,16498,682.04,7275,1887,3570,3766,7
U560,Sep,2024,14105,580.95,5317,2064,3047,3677,1
U588,Jan,2024,14568,609.25,5087,3768,3139,2574,4
U384,Mar,2024,21330,894.04,8862,3393,5037,4038,6
U481,Aug,2025,12209,507.12,4682,2740,2815,1972,4
U395,Mar,2024,21256,886.97,7081,3901,5972,4302,2
U552,Apr,2024,16911,695.41,5594,4164,3353,3800,4
U395,Aug,2024,14220,591.67,6278,3121,2406,2415,5
U355,Jan,2024,12233,510.15,6054,1774,2617,1788,7
U293,Jun,2023,12792,530.26,4433,2606,2337,3416,4
U360,Jan,2025,15110,623.19,6869,2684,2606,2951,6
U634,Jan,2025,14166,593.23,4498,3741,2946,2981,0
U261,Aug,2023,20526,856.81,7724,3217,5229,4356,5
U322,Nov,2023,21551,902.98,8649,4157,4096,4649,5
U251,Apr,2025,17193,718.98,6082,2943,4306,3862,4
U603,Dec,2024,13214,554.86,5363,1910,2730,3211,3
U477,Jan,2024,16419,676.33,7824,1864,3120,3611,2
U205,Oct,2025,19314,793.55,9442,3199,3881,2792,1
U666,Jul,2024,20475,846.38,6554,5240,3630,5051,1
U292,May,2023,12212,502.27,4327,2131,2892,2862,0
U370,May,2024,13658,567.12,6772,2138,2476,2272,1
U517,Jan,2024,24270,1010.43,8593,5148,4306,6223,1
U222,Oct,2024,17024,707.83,7465,2704,3513,3342,2
U605,Nov,2025,21609,891.57,7578,5341,3961,4729,7
U526,Jun,2023,22578,946.22,8382,3869,4844,5483,2
U201,Sep,2024,17917,734.98,6060,2667,5211,3979,3
U333,Sep,2025,17141,708.75,8077,2073,2809,4182,6
U433,Aug,2024,13794,575.47,6573,2730,2279,2212,0
U212,May,2023,17988,751.3,6464,4581,3618,3325,1
U546,Jan,2024,20296,840.58,9431,2800,3356,4709,3
U246,Sep,2023,17578,721.0,6532,2526,4211,4309,0
U234,Jan,2024,17551,730.44,5612,3539,3856,4544,5
U633,Aug,2023,24085,989.0,10877,4515,3745,4948,1
U278,May,2024,15845,651.35,6643,2967,3448,2787,1
U418,Mar,2023,23882,994.69,8475,6012,5319,4076,2
U501,Nov,2024,18906,781.05,6628,4463,4582,3233,4
U611,Jul,2024,23484,971.02,11627,4432,3123,4302,0
U273,Jul,2025,12378,513.52,5848,2013,2530,1987,1
U482,Sep,2025,15293,641.98,7064,2184,3255,2790,7
U449,Jul,2023,15329,643.29,4991,3518,3703,3117,0
U247,Nov,2024,16808,696.12,7581,2655,3543,3029,6
U321,Mar,2023,23630,975.1,8102,3999,5377,6152,7
U414,Nov,2025,19937,823.45,9878,2318,3168,4573,3
U439,Jan,2023,12224,504.47,3794,2575,3128,2727,7
U256,Aug,2023,12737,529.0,4718,2556,2833,2630,3
U550,Dec,2025,12235,509.06,4719,2358,2300,2858,4
U307,Mar,2024,24470,1015.23,11374,2924,5224,4948,1
U519,Dec,2023,12711,526.34,5761,2182,1978,2790,7
U248,Aug,2025,17988,741.31,6745,2627,4303,4313,6
U261,Aug,2024,13888,576.11,5737,2712,2886,2553,2
U537,May,2025,24910,1029.81,11635,3795,3846,5634,1
U226,Dec,2023,19173,796.48,5821,4937,4333,4082,0
U492,Jan,2024,13259,552.57,6104,2544,2554,2057,5
U457,Oct,2024,17246,718.01,8439,3037,3257,2513,3
U208,Jul,2025,19271,799.02,5904,4546,3537,5284,0
U313,Dec,2025,12748,529.76,3940,2748,2724,3336,4
U555,Oct,2025,24178,998.19,8919,3238,6231,5790,3
U453,May,2024,15551,637.97,4938,3513,3087,4013,2
U380,Aug,2024,18400,765.9,7283,3261,3855,4001,3
U407,Sep,2023,18643,769.07,8309,3037,3916,3381,5
U503,Nov,2024,20701,862.59,8557,3349,3970,4825,7
U327,Jul,2023,13823,577.07,4689,3524,2530,3080,6
U256,Jul,2025,18852,790.2,8124,2680,4024,4024,7
U414,Jan,2025,23133,970.62,10108,3429,5671,3925,1
U214,Apr,2024,19777,811.07,9621,3987,3607,2562,5
U674,Feb,2025,16232,681.59,5346,3941,3072,3873,6
U228,Feb,2025,18519,771.93,8119,2109,3610,4681,5
U671,Feb,2024,22326,929.73,10767,4406,3322,3831,1
U278,Apr,2023,13777,565.07,5515,2026,2696,3540,3
U416,Jan,2024,13222,553.49,4923,2831,2494,2974,4
U586,Apr,2023,19630,807.69,6559,4060,3791,5220,1
U565,Feb,2024,23859,998.2,11293,3862,4961,3743,1
U354,May,2024,13777,565.07,5219,2940,2936,2682,6
U214,Mar,2025,21496,895.22,10425,2672,4260,4139,2
U387,Dec,2024,19490,807.56,9151,2396,4293,3650,7
U512,Aug,2024,16859,694.6,6327,3479,3209,3844,3
U571,Apr,2023,20893,858.86,8666,3155,3788,5284,1
U207,Jan,2025,20118,833.69,6144,5516,4378,4080,4
U203,Jan,2023,14989,616.4,5285,2817,2836,4051,0
U311,Dec,2023,20343,843.96,8992,2523,4385,4443,3
U607,Oct,2025,13325,554.66,5804,2535,2471,2515,2
U438,Mar,2025,21493,899.0,7966,3533,4797,5197,5
U563,Sep,2025,23914,996.7,11041,2957,5418,4498,1
U439,Jul,2024,21903,899.45,7604,4068,5355,4876,4
U693,Feb,2025,17127,707.47,6718,4089,3093,3227,3
U474,Sep,2025,20998,866.96,8283,3589,3757,5369,4
U494,Oct,2025,24522,1027.84,9028,4175,5337,5982,4
U427,Feb,2023,14722,616.38,7227,2165,2843,2487,7
U571,Mar,2023,16656,689.06,7317,1890,4454,2995,6
U215,Nov,2024,13325,547.27,5434,1788,2464,3639,5
U392,Oct,2023,16133,675.88,6487,3568,3048,3030,2
U673,Feb,2024,21351,894.35,7085,5643,3556,5067,7
U319,Mar,2023,14869,622.34,5567,2154,3504,3644,3
U685,Jun,2025,24708,1033.91,10736,4290,4637,5045,1
U228,Sep,2023,13242,549.28,6421,2682,1895,2244,2
U402,Sep,2024,20539,845.74,9515,2550,4541,3933,1
U239,Jul,2023,13831,573.68,4980,2100,3107,3644,0
U641,Dec,2025,13569,563.04,5248,3206,2531,2584,4
U473,Mar,2024,24127,1001.03,7638,5625,5058,5806,0
U431,Apr,2025,19246,799.46,6167,3013,4357,5709,6
U286,Jun,2025,13918,574.22,5484,2350,3427,2657,4
U674,Nov,2024,18416,761.8,7477,2310,4119,4510,5
U326,May,2025,15232,631.13,5373,2824,4148,2887,2
U500,Feb,2025,15758,648.14,6753,3202,3364,2439,1
U225,Jun,2023,17997,746.07,7930,3128,3228,3711,7
U345,Mar,2025,14355,600.19,5165,3027,3611,2552,6
U213,Aug,2025,21589,903.03,9751,3141,4183,4514,5
U412,Feb,2025,22972,951.31,7836,3515,6462,5159,1
U225,Jan,2025,13824,573.96,5651,1656,3514,3003,2
U268,Sep,2024,22683,930.77,10453,4454,4464,3312,3
U594,Dec,2023,19280,803.48,7854,3740,4230,3456,6
U267,Mar,2025,16060,664.96,7734,2047,2737,3542,0
U433,Nov,2025,17324,718.0,5399,3382,4035,4508,0
U309,Jan,2024,12404,519.4,5180,2602,1896,2726,7
U346,Jul,2025,13721,568.9,5657,2481,3296,2287,1
U311,Oct,2024,17316,710.32,7481,2557,3214,4064,1
U428,May,2023,23017,948.93,10741,3111,4218,4947,1
U311,May,2023,15845,657.18,7053,2141,3644,3007,6
U670,Jan,2025,16210,671.49,7425,3204,2535,3046,2
U234,Sep,2025,23384,978.86,8365,4751,4690,5578,3
U311,Jul,2025,12064,501.16,4554,2567,2512,2431,0
U464,Aug,2024,21491,895.95,9141,4594,3586,4170,5
U624,Sep,2025,18382,762.29,7549,4304,3337,3192,4
U569,Jun,2025,21607,895.39,10635,2741,4387,3844,6
U436,Dec,2023,23785,985.8,8024,3722,6101,5938,6
U283,May,2025,12968,537.02,4801,2388,2433,3346,2
U242,Jun,2023,12368,513.75,5127,1498,3005,2738,0
U625,Nov,2025,20424,842.5,9672,3852,3583,3317,7
U301,Feb,2023,14242,596.61,6919,2758,2184,2381,3
U206,Apr,2025,17002,702.75,6243,3628,3205,3926,2
U380,Mar,2023,15083,620.63,4727,2626,3503,4227,5
U482,Jul,2024,20073,824.93,7714,2776,5712,3871,0
U520,Sep,2023,21112,865.88,7998,3625,4389,5100,2
U426,May,2023,20880,864.91,10383,3848,3391,3258,0
U643,Jun,2023,24464,1007.61,9448,4047,5432,5537,0
U640,Oct,2025,13469,552.52,4864,1779,3329,3497,7
U515,Dec,2025,16725,694.42,6239,2672,3545,4269,6
U565,Dec,2025,16259,677.67,6168,4016,2635,3440,3
U654,Feb,2024,15622,641.84,7253,2806,2619,2944,6
U429,Mar,2024,22292,924.25,7048,5795,4604,4845,4
U577,Mar,2023,22457,937.44,8158,5075,4845,4379,3
U489,Dec,2024,23981,1006.86,11828,3742,4815,3596,0
U637,Dec,2023,12823,534.3,4239,1972,2700,3912,2
U350,Sep,2023,15431,636.45,6921,2295,3155,3060,5
U477,Jul,2023,18528,772.92,6879,3689,3875,4085,7
U398,Aug,2024,16151,671.85,6724,3526,2655,3246,3
U270,Nov,2025,16213,668.17,5186,2797,4826,3404,4
U312,Oct,2024,19420,812.75,7016,2781,4129,5494,0
U204,Nov,2023,20989,869.52,8399,3925,3818,4847,5
U550,Sep,2023,12779,536.23,4425,1965,2844,3545,3
U531,Jun,2024,23042,961.38,9409,4390,5506,3737,6
U646,Apr,2023,14892,620.17,5122,2468,3613,3689,6
U518,Dec,2023,17534,731.66,7539,2460,4440,3095,3
U550,Jan,2024,22085,916.04,10620,3208,4045,4212,3
U295,Aug,2024,15306,635.28,4853,3330,3251,3872,3
U352,Jul,2024,14902,623.67,5116,3024,3893,2869,5
U511,Feb,2023,24995,1041.81,11719,3305,4597,5374,6
U337,Aug,2023,15718,658.54,6700,3410,2861,2747,2
U447,Dec,2025,12021,503.57,3795,1825,2802,3599,4
U587,May,2025,13500,566.68,5363,1691,3180,3266,4
U443,Jul,2024,21034,877.12,7192,4436,5012,4394,7
U231,Apr,2025,21952,911.06,7459,3256,5997,5240,0
U240,May,2023,15641,643.88,7634,2409,2354,3244,1
U429,Aug,2025,17212,717.83,7785,3679,2929,2819,2
U236,Jan,2023,12191,503.39,5354,2322,2343,2172,6
U608,Jan,2024,20587,849.89,7159,4343,5379,3706,0
U423,Apr,2024,19174,790.7,6206,4084,4684,4200,7
U206,Mar,2023,17114,716.65,8114,2123,2958,3919,0
U522,Oct,2025,16662,697.6,5018,3336,3721,4587,3
U668,Dec,2024,16326,679.67,6165,2728,4132,3301,1
U420,Feb,2024,21065,873.63,7489,5302,4281,3993,6
U275,Dec,2025,22813,950.67,9446,3321,5633,4413,1
U204,Mar,2025,16335,679.65,5718,3124,3066,4427,2
U535,Nov,2023,20281,839.95,7346,5013,3806,4116,1
U334,Nov,2025,22471,929.84,10561,4261,3436,4213,0
U318,Nov,2025,20648,854.47,8685,4700,3321,3942,1
U569,Jan,2025,22472,934.59,7396,4849,4350,5877,1
U294,Jan,2023,24641,1026.24,10972,3646,4111,5912,4
U686,Jun,2023,21196,878.61,7238,5099,5258,3601,6
U635,May,2024,24726,1037.72,9559,3917,4556,6694,6
U262,Aug,2023,17494,718.72,7510,2325,3262,4397,0
U641,Feb,2024,20536,849.1,7277,4524,4572,4163,5
U394,Apr,2025,14711,609.32,5543,3005,2667,3496,1
U535,Aug,2024,19595,803.73,8755,4073,3064,3703,1
U403,Dec,2024,24944,1031.81,12162,5015,3429,4338,3
U592,Jun,2025,18273,754.19,7416,4032,3794,3031,6
U226,Jan,2024,18284,758.9,5521,2705,4731,5327,1
U635,Apr,2023,22654,936.44,8329,4768,5685,3872,6
U373,Jan,2023,21308,889.1,8091,4717,3659,4841,1
U500,Feb,2023,20817,864.11,7657,5216,3256,4688,4
U333,May,2023,24571,1010.6,9515,4139,5105,5812,0
U526,Aug,2024,22171,925.64,9456,2975,4846,4894,6
U610,Aug,2024,15994,657.34,5185,4005,3095,3709,2
U318,Nov,2025,13678,572.27,4849,2326,3478,3025,0
U524,Mar,2024,20414,855.99,8196,3905,3947,4366,3
U475,Nov,2024,12743,526.57,4627,2256,2674,3186,0
U412,Apr,2024,12462,522.48,6208,1754,2572,1928,1
U425,Oct,2025,13568,567.05,5241,2885,3113,2329,3
U220,Nov,2023,23539,986.81,11156,3371,4117,4895,0
U313,Jun,2024,13736,572.33,6583,2422,2431,2300,7
U340,Nov,2025,24231,999.18,11320,2619,4345,5947,3
U247,Nov,2025,19903,833.83,6157,3641,5433,4672,7
U201,Oct,2025,24143,994.31,11819,3251,5367,3706,2
U290,Mar,2023,19002,783.13,6189,4481,3917,4415,0
U342,Feb,2024,20856,860.75,6400,3800,4936,5720,6
U520,Jun,2025,13356,551.66,5113,2692,2717,2834,6
U238,Nov,2023,13014,540.27,4410,2905,2641,3058,5
U493,May,2025,22324,931.21,7519,4910,4901,4994,1
U582,Oct,2025,22860,958.43,8173,4709,4605,5373,7
