user_id,month,year,total_kwh,bill_amount,billing_days,ac_kwh,geyser_kwh,washing_machine_kwh,microwave_kwh,kitchen_kwh,lighting_kwh,occupancy_hours,holiday_days
U467,Dec,2025,259,2335.94,30,83,59,7,5,15,90,24,5
U244,Nov,2024,510,4620.11,29,195,67,28,14,46,160,11,5
U473,Oct,2025,727,6644.45,31,286,58,45,18,65,255,21,0
U169,Mar,2025,426,3975.42,29,168,32,17,18,44,147,20,2
U199,Mar,2023,673,6297.3,30,172,131,19,35,33,283,10,6
U496,Jan,2025,740,6715.3,28,183,116,30,21,81,309,21,3
U125,Jul,2025,862,7971.66,31,299,69,44,32,75,343,22,3
U536,May,2024,956,8954.8,28,368,167,28,20,83,290,10,6
U479,Apr,2025,981,9010.97,29,274,211,34,26,76,360,8,8
U569,Oct,2023,278,2513.51,29,62,60,13,9,24,110,24,1
U584,Apr,2024,632,5803.74,28,239,59,48,19,28,239,10,8
U153,Apr,2024,352,3220.91,30,96,69,23,15,29,120,21,2
U251,Jun,2023,988,9120.29,30,238,77,55,43,81,494,10,5
U244,Aug,2024,600,5505.28,31,142,80,54,24,30,270,20,3
U157,Aug,2024,478,4305.32,31,133,68,31,15,25,206,22,0
U139,May,2024,256,2405.79,30,89,51,11,5,24,76,21,8
U209,Jun,2024,385,3548.71,30,111,54,21,18,27,154,10,5
U281,Apr,2023,597,5486.1,28,122,48,38,21,84,284,15,7
U142,Dec,2023,804,7543.0,29,180,117,37,46,103,321,11,1
U286,Nov,2024,987,8944.53,29,269,161,49,28,115,365,11,6
U523,Sep,2024,357,3240.02,31,130,76,15,10,29,97,18,5
U498,Aug,2023,986,9192.68,30,221,256,52,45,96,316,8,1
U323,Oct,2023,892,8121.06,28,303,85,63,25,59,357,15,1
U222,Dec,2023,558,5200.39,31,128,62,31,23,38,276,22,3
U233,Oct,2024,639,5820.4,28,161,67,50,32,64,265,8,3
U263,Jan,2024,788,7102.46,30,191,177,45,19,61,295,14,2
U315,Feb,2025,665,6122.53,30,144,52,68,33,42,326,18,7
U321,Sep,2023,862,7825.82,30,317,71,41,23,82,328,21,6
U335,Aug,2024,645,6000.52,29,203,103,47,18,50,224,23,1
U431,Mar,2023,949,8784.4,30,386,91,62,23,88,299,21,2
U246,Aug,2024,942,8826.01,31,211,89,73,54,98,417,19,8
U339,Dec,2023,687,6398.17,29,162,99,49,22,66,289,24,4
U176,Jan,2024,729,6613.71,28,201,88,25,21,65,329,21,1
U109,Oct,2025,272,2535.06,31,106,37,18,8,17,86,17,2
U174,Apr,2025,900,8331.03,31,248,224,25,27,91,285,21,7
U542,Mar,2023,216,2001.8,28,65,19,14,8,13,97,16,3
U592,Jun,2024,730,6813.02,29,201,102,35,21,61,310,24,1
U501,Jul,2024,930,8583.46,31,204,241,45,38,79,323,13,1
U353,Apr,2023,525,4822.86,31,228,94,22,14,27,140,15,5
U330,Jul,2024,831,7690.62,31,280,109,62,25,50,305,20,7
U107,Sep,2023,812,7404.78,29,322,134,34,18,43,261,12,6
U274,Nov,2024,745,6759.41,29,271,57,62,28,44,283,13,3
U241,Feb,2023,795,7351.07,29,261,148,42,30,47,267,11,1
U268,Nov,2024,907,8247.84,31,201,242,30,28,93,313,14,8
U270,Mar,2023,401,3621.82,30,144,60,13,9,30,145,11,3
U493,May,2024,543,4887.12,28,129,92,39,17,36,230,18,8
U534,Mar,2025,722,6673.68,30,219,73,23,34,58,315,19,4
U383,Nov,2024,599,5477.77,29,214,99,28,25,26,207,21,6
U222,Aug,2023,417,3878.49,31,164,62,12,9,40,130,20,4
U294,Dec,2025,644,5892.65,31,239,106,27,17,41,214,17,1
U105,Oct,2024,964,8863.4,30,354,64,68,25,111,342,23,5
U129,Aug,2025,421,3857.55,30,99,76,23,14,31,178,12,6
U265,Aug,2024,582,5389.45,28,166,103,20,20,61,212,15,5
U522,Dec,2025,791,7231.68,31,166,94,39,47,61,384,21,2
U439,Dec,2023,206,1933.41,30,78,19,9,5,10,85,12,7
U236,Sep,2024,471,4415.37,28,206,44,12,18,20,171,15,2
U596,Apr,2024,938,8760.18,29,249,191,54,30,79,335,13,4
U465,May,2023,215,2014.15,30,47,42,13,10,15,88,23,8
U421,May,2025,623,5718.93,29,198,132,16,20,42,215,11,4
U442,Aug,2023,723,6662.14,28,299,73,31,16,67,237,19,6
U600,Jul,2023,952,8850.59,29,321,206,38,37,48,302,18,6
U245,Sep,2025,220,2041.26,31,46,49,10,6,15,94,10,4
U427,Aug,2023,889,8317.73,31,394,98,41,28,74,254,19,1
U317,Feb,2024,427,3965.35,29,173,31,18,19,32,154,12,4
U401,Oct,2024,984,9248.77,31,229,124,57,30,121,423,13,6
U232,Dec,2024,487,4450.89,28,209,94,23,12,23,126,23,6
U392,Apr,2023,333,3107.96,31,104,40,12,16,25,136,18,3
U170,Jun,2024,482,4472.5,29,141,62,31,24,28,196,12,0
U352,Dec,2024,603,5593.76,29,190,60,35,27,69,222,16,5
U515,Feb,2024,864,7888.61,29,353,154,28,21,72,236,10,2
U375,Jul,2024,265,2468.27,30,96,28,17,10,28,86,15,4
U545,Mar,2024,848,7937.41,29,182,121,57,41,71,376,13,3
U464,Mar,2024,803,7297.2,28,352,91,35,27,66,232,11,1
U282,Nov,2023,636,5883.13,31,150,101,44,31,50,260,19,6
U267,Feb,2024,458,4193.84,31,176,57,29,10,31,155,19,4
U191,Nov,2024,302,2837.54,30,108,43,22,7,27,95,23,6
U302,Aug,2025,766,7040.71,30,189,175,45,29,41,287,17,8
U446,Jun,2023,968,8800.41,28,234,223,70,43,52,346,21,3
U119,Jan,2023,300,2745.82,29,125,52,6,8,16,93,20,4
U139,Dec,2023,397,3676.83,30,121,34,24,21,42,155,16,8
U226,Jan,2023,425,3837.94,31,154,81,13,17,24,136,14,3
U551,Jul,2024,662,6117.83,30,215,58,23,34,51,281,19,4
U273,Aug,2024,436,4086.41,30,166,35,24,20,47,144,12,4
U241,May,2025,225,2101.53,29,71,51,12,8,13,70,11,7
U342,Dec,2025,320,2888.66,30,86,71,14,13,18,118,9,3
U320,Nov,2023,705,6625.14,28,205,119,44,28,59,250,10,3
U226,May,2025,381,3535.49,31,158,71,15,7,28,102,19,6
U158,Apr,2025,910,8249.07,29,288,216,38,20,38,310,10,4
U248,Jun,2023,966,8698.8,31,244,182,42,28,90,380,11,5
U576,Jun,2023,833,7554.07,28,361,119,31,16,32,274,13,5
U556,Mar,2025,742,6926.77,28,296,128,27,16,49,226,19,5
U417,Sep,2024,514,4630.45,30,109,64,39,28,37,237,17,4
U483,Dec,2025,996,9056.89,30,447,77,29,36,59,348,8,4
U461,Nov,2025,817,7600.49,30,305,148,21,22,54,267,24,8
U523,Jul,2024,935,8634.21,31,224,132,67,45,111,356,23,7
U101,Jan,2024,472,4395.78,28,122,46,31,20,52,201,16,3
U487,Jul,2023,431,4007.64,29,160,48,20,11,46,146,16,6
U561,May,2023,619,5583.53,30,244,71,19,26,51,208,16,7
U448,May,2025,967,9048.22,31,251,244,43,28,40,361,19,8
U290,Feb,2024,641,5827.21,30,169,129,44,25,38,236,16,4
U291,Apr,2023,695,6408.84,28,192,117,53,21,73,239,22,2
U469,Dec,2025,223,2064.47,29,77,49,11,6,15,65,9,3
U509,Jun,2024,308,2792.77,28,74,76,8,13,33,104,18,5
U412,Oct,2025,902,8470.22,31,203,159,63,27,55,395,18,4
U517,Nov,2023,701,6445.88,30,259,144,22,27,35,214,15,8
U522,Jul,2023,224,2021.16,28,88,27,8,5,14,82,13,2
U217,Nov,2024,386,3618.71,31,125,41,15,15,28,162,14,1
U234,May,2025,487,4497.2,30,141,54,37,24,31,200,10,5
U158,Sep,2024,827,7674.29,29,254,152,48,36,56,281,15,6
U144,Mar,2023,537,4945.81,28,159,85,32,16,48,197,24,4
U273,Jan,2023,236,2202.8,30,103,35,11,4,12,71,18,0
U260,Apr,2025,993,8950.16,30,389,163,32,35,41,333,9,2
U273,Sep,2025,336,3060.07,30,84,26,21,10,40,155,14,2
U417,Apr,2025,707,6495.82,30,209,56,50,29,61,302,15,3
U403,Feb,2024,426,3847.05,28,143,65,24,17,32,145,21,5
U249,Oct,2025,519,4817.55,30,183,49,37,19,38,193,14,4
U180,May,2025,381,3488.99,31,120,67,15,10,39,130,11,0
U474,Mar,2023,285,2596.08,28,114,40,16,8,19,88,24,5
U313,Dec,2023,666,5994.9,30,261,99,28,26,60,192,12,8
U303,Sep,2025,252,2340.56,28,82,29,16,10,20,95,19,0
U352,Apr,2025,434,4050.75,31,179,66,18,14,22,135,16,7
U329,Jun,2023,978,8956.54,31,379,184,60,23,50,282,20,7
U264,Feb,2025,998,9207.24,28,393,211,26,21,61,286,16,2
U327,Jun,2024,632,5745.56,30,277,109,28,13,36,169,11,8
U247,Mar,2024,695,6427.97,30,185,122,41,26,65,256,15,7
U120,Dec,2024,299,2692.45,31,79,32,12,11,22,143,8,2
U541,Dec,2025,798,7337.98,30,336,124,19,24,58,237,24,4
U502,Sep,2023,602,5573.12,31,236,122,31,18,42,153,16,2
U147,Nov,2025,595,5573.53,30,256,51,18,23,49,198,20,4
U333,Feb,2025,726,6644.74,31,156,93,32,25,72,348,9,8
U405,Dec,2023,614,5713.93,29,219,54,50,25,66,200,20,3
U114,Dec,2023,812,7502.13,30,191,176,54,32,57,302,16,5
U243,Sep,2023,876,8208.83,30,285,119,35,22,48,367,13,2
U515,May,2024,662,6063.49,30,158,58,48,21,84,293,8,2
U101,Aug,2025,740,6754.45,28,171,181,40,28,42,278,12,4
U473,Feb,2023,825,7717.76,30,167,157,67,30,83,321,10,7
U154,Jun,2025,818,7378.11,28,292,96,52,21,45,312,11,7
U474,Mar,2024,563,5097.71,28,163,74,43,14,27,242,8,2
U359,Dec,2024,329,2971.84,31,74,44,15,11,22,163,21,7
U244,Dec,2023,283,2642.44,28,79,43,18,13,20,110,16,7
U571,Oct,2023,470,4231.99,28,113,65,15,23,29,225,11,2
U541,May,2025,443,4139.69,29,192,59,10,13,21,148,21,1
U559,Dec,2023,587,5388.96,30,164,124,36,25,51,187,11,1
U112,Aug,2025,413,3717.66,28,117,79,11,16,40,150,17,8
U430,Oct,2023,365,3343.64,30,149,37,19,13,32,115,10,6
U324,Jan,2025,990,8983.97,28,358,146,65,26,89,306,14,5
U372,May,2025,258,2386.44,31,97,49,9,8,15,80,17,6
U556,Mar,2025,801,7426.67,29,287,60,24,24,93,313,20,7
U458,Apr,2025,703,6464.09,28,306,47,42,21,51,236,11,0
U560,Feb,2024,905,8159.67,30,227,162,73,22,71,350,18,7
U508,Sep,2025,322,2982.51,31,144,46,16,7,22,87,11,2
U256,Mar,2023,847,7908.28,30,345,76,45,20,47,314,21,2
U473,Feb,2024,612,5684.34,31,212,114,20,18,54,194,15,5
U108,Oct,2024,338,3154.21,29,123,56,8,13,22,116,17,3
U222,Nov,2025,428,3886.33,31,155,90,21,11,17,134,12,3
U448,Sep,2024,473,4425.18,30,101,52,23,27,31,239,14,3
U264,Jul,2025,638,5824.22,30,162,137,46,24,33,236,19,8
U190,Jun,2023,761,6853.08,28,335,51,36,25,73,241,10,7
U236,Jan,2025,317,2959.94,31,105,51,16,8,34,103,11,2
U286,May,2024,913,8560.95,30,268,153,61,41,59,331,17,0
U416,Dec,2023,682,6316.84,28,266,81,42,15,39,239,11,0
U278,Nov,2025,594,5400.99,29,196,123,31,20,29,195,22,0
U128,Nov,2023,902,8208.83,30,183,72,93,44,114,396,17,3
U320,Mar,2023,659,6053.99,28,253,93,46,19,32,216,23,5
U457,Jan,2024,892,8348.35,30,341,85,67,24,89,286,22,3
U141,Apr,2023,277,2509.58,31,66,60,19,9,24,99,19,2
U328,Feb,2024,611,5700.87,28,268,37,36,25,57,188,23,7
U292,Feb,2023,274,2497.93,31,70,62,16,11,21,94,8,7
U511,Mar,2025,494,4605.78,29,155,104,14,21,40,160,23,5
U547,Aug,2023,992,9293.16,31,226,236,40,32,88,370,9,8
U245,Aug,2025,220,2017.62,28,77,19,6,8,24,86,22,0
U301,Dec,2025,370,3384.03,30,108,67,12,9,39,135,14,7
U517,Jul,2023,214,1994.67,28,61,15,12,12,21,93,8,5
U312,Jun,2025,410,3776.84,31,166,76,10,10,28,120,12,0
U561,Sep,2023,759,7038.8,31,153,170,61,26,83,266,17,3
U320,Apr,2023,285,2636.0,30,113,40,17,10,25,80,11,4
U340,Dec,2025,348,3153.28,29,119,64,9,11,28,117,21,6
U513,Jan,2025,899,8394.79,28,401,61,32,31,37,337,20,7
U497,Aug,2024,571,5183.72,30,198,86,37,14,27,209,8,8
U146,Jul,2025,679,6364.21,30,145,92,57,28,81,276,23,5
U135,Jul,2024,350,3185.08,30,74,94,26,14,16,126,16,8
U353,Mar,2025,340,3159.81,28,143,61,20,9,14,93,23,3
U490,Apr,2023,268,2442.52,28,109,45,16,6,12,80,22,7
U182,Oct,2025,459,4189.35,28,131,109,19,10,36,154,21,2
U471,Sep,2023,720,6569.28,29,255,86,28,23,61,267,17,3
U356,Jun,2023,832,7736.9,30,268,183,47,26,44,264,19,3
U297,May,2023,570,5256.95,31,251,57,20,12,30,200,8,5
U403,Mar,2024,618,5780.27,31,270,98,32,17,43,158,24,8
U509,Sep,2025,300,2736.88,30,133,47,12,8,24,76,16,5
U550,May,2023,860,7978.05,31,358,52,58,34,38,320,14,0
U110,May,2023,857,7971.11,29,366,93,30,18,41,309,16,4
U412,Apr,2024,442,4004.78,29,112,34,29,23,47,197,19,8
U386,Apr,2025,952,8720.54,28,388,196,39,25,67,237,14,4
U342,Dec,2025,711,6536.31,28,268,57,55,22,67,242,21,5
U351,Jan,2024,754,6893.28,28,332,99,24,29,56,214,22,2
U465,Jul,2024,294,2683.88,28,100,57,19,6,26,86,22,7
U105,Sep,2025,425,3941.69,28,94,49,36,18,30,198,13,3
U219,Mar,2024,717,6514.91,31,250,103,44,21,34,265,21,3
U389,Dec,2025,413,3834.19,31,153,65,25,12,30,128,9,4
U474,Feb,2025,917,8595.97,28,233,95,65,40,108,376,15,8
U165,Mar,2023,266,2454.14,29,79,55,9,6,21,96,20,7
U246,Jan,2023,595,5500.52,31,208,67,22,24,66,208,13,6
U324,Jun,2025,811,7321.36,29,238,87,66,34,84,302,12,4
U339,Nov,2025,211,1971.96,29,61,35,14,8,19,74,12,8
U277,Nov,2025,436,3973.78,30,101,67,19,13,25,211,8,8
U367,Jul,2025,969,8959.39,30,421,180,41,21,35,271,16,1
U441,Nov,2025,598,5616.2,28,231,117,23,18,45,164,13,3
U382,Nov,2025,606,5598.35,29,121,107,24,20,43,291,14,7
U163,Feb,2024,679,6307.83,31,265,78,34,25,28,249,16,0
U317,Aug,2025,846,7764.7,30,325,94,33,20,88,286,12,4
U442,Jun,2024,421,3799.17,30,85,56,16,17,57,190,21,7
U415,Apr,2024,355,3308.26,29,103,59,18,16,21,138,12,1
U383,May,2025,853,7688.94,30,299,166,42,30,68,248,15,1
U277,Aug,2025,627,5818.72,30,196,76,19,27,33,276,14,7
U561,Mar,2024,357,3216.27,31,140,32,16,15,21,133,20,8
U517,Mar,2024,615,5747.13,29,188,93,25,26,54,229,20,6
U198,Nov,2025,525,4758.1,30,125,46,18,25,66,245,15,7
U205,Apr,2025,570,5247.25,29,253,87,14,21,19,176,18,4
U199,Jan,2024,543,5016.7,30,141,92,19,24,39,228,13,0
U485,Sep,2024,461,4233.37,31,174,64,15,16,25,167,9,3
U505,Aug,2024,482,4403.7,29,113,64,39,18,61,187,20,1
U596,Aug,2023,428,3932.09,30,120,100,19,17,34,138,18,2
U411,Oct,2024,479,4370.67,31,148,40,18,17,41,215,8,2
U106,Jun,2023,489,4486.7,30,121,116,15,11,25,201,9,8
U576,Jul,2025,879,8037.19,29,274,117,38,26,80,344,24,3
U565,Jun,2025,246,2269.71,30,58,60,16,6,20,86,15,1
U297,Sep,2024,914,8312.99,29,310,170,37,26,82,289,9,2
U451,Mar,2025,413,3880.33,29,151,33,15,19,27,168,13,2
U233,Mar,2025,957,8804.73,30,206,231,47,39,107,327,12,6
U458,Mar,2025,223,2024.32,31,93,35,10,4,13,68,23,7
U359,Oct,2025,520,4779.23,28,128,42,18,29,43,260,15,5
U537,Mar,2023,473,4420.93,31,121,46,34,20,38,214,23,3
U123,Sep,2023,755,6801.59,31,275,124,31,24,53,248,20,5
U585,Dec,2024,512,4747.17,30,162,92,13,16,55,174,14,0
U153,Apr,2024,562,5181.18,31,182,108,31,22,46,173,23,7
U265,Jul,2024,867,7861.8,31,201,186,58,27,73,322,23,0
U302,Sep,2025,579,5400.33,28,232,91,28,12,26,190,19,4
U558,Nov,2025,910,8324.27,31,322,171,35,24,43,315,21,1
U183,Dec,2023,873,7959.6,28,204,163,52,38,72,344,23,5
U245,Jul,2023,669,6242.61,30,196,78,35,29,69,262,23,8
U185,Sep,2024,945,8746.36,28,380,185,45,19,67,249,20,4
U178,Dec,2023,874,8180.03,29,298,60,55,25,58,378,16,3
U557,Mar,2023,315,2914.37,29,71,46,11,15,19,153,16,1
U466,Apr,2023,804,7474.25,28,235,160,46,30,52,281,20,2
U101,Aug,2023,241,2249.63,29,62,37,16,8,28,90,11,5
U151,Jun,2023,995,8976.79,30,327,70,52,50,90,406,16,7
U273,May,2024,578,5381.42,29,237,39,41,25,34,202,22,7
U305,Apr,2024,921,8515.09,28,284,166,63,24,57,327,21,4
U360,Aug,2023,405,3656.26,30,124,95,12,13,19,142,19,4
U546,Jan,2024,665,6120.28,29,283,90,41,12,40,199,13,2
U549,Sep,2025,931,8409.71,30,320,138,44,36,85,308,10,6
U469,Jan,2023,479,4452.01,28,163,56,31,16,52,161,23,5
U588,Aug,2025,847,7808.15,29,224,102,68,27,74,352,24,0
U388,Apr,2024,817,7664.63,30,287,55,47,37,48,343,23,3
U134,Sep,2024,317,2876.22,30,109,34,15,14,29,116,13,5
U448,Nov,2025,436,4029.69,29,130,64,34,11,42,155,15,5
U195,May,2024,508,4614.99,30,227,42,17,11,23,188,9,2
U172,Mar,2023,655,6055.89,30,275,46,25,20,65,224,21,5
U139,Sep,2025,674,6260.83,28,261,115,25,22,56,195,19,5
U254,Nov,2023,299,2777.39,28,99,64,18,10,18,90,24,8
U350,Sep,2025,460,4289.97,28,145,105,30,13,30,137,22,8
U262,Apr,2024,504,4708.08,28,124,96,20,20,50,194,23,1
U538,Nov,2025,553,4994.09,28,152,45,48,27,56,225,20,3
U218,Apr,2025,485,4431.59,28,190,84,15,14,18,164,24,8
U359,Dec,2023,527,4887.85,29,165,46,46,21,29,220,15,3
U479,Aug,2024,302,2778.23,28,127,46,14,8,13,94,8,7
U406,Feb,2023,262,2377.98,30,62,58,7,12,26,97,10,2
U368,Sep,2024,886,8169.88,29,289,168,22,25,63,319,23,2
U549,Jun,2023,481,4407.39,30,173,104,13,12,32,147,9,8
U154,Sep,2025,640,5859.85,28,210,122,21,16,58,213,22,7
U336,Aug,2023,492,4587.36,28,207,77,26,16,25,141,8,0
U489,Jul,2024,937,8585.77,30,419,85,31,28,79,295,16,1
U578,Jan,2024,206,1856.18,30,47,52,15,6,14,72,23,2
U322,Dec,2025,838,7561.46,30,194,93,62,48,69,372,11,1
U351,Mar,2024,291,2718.67,31,67,73,18,12,18,103,19,2
U413,Nov,2023,389,3650.47,31,144,43,14,18,41,129,8,7
U501,Feb,2025,675,6260.87,31,197,63,57,20,72,266,8,5
U212,May,2024,710,6493.48,31,272,134,35,25,25,219,14,6
U355,May,2024,661,6197.17,29,199,46,56,23,82,255,22,5
U403,May,2023,252,2334.81,28,89,50,16,4,20,73,20,0
U507,Apr,2023,953,8898.86,30,374,95,30,31,51,372,23,2
U307,May,2025,685,6374.84,28,230,146,18,21,30,240,14,0
U329,Mar,2024,843,7714.85,30,282,153,53,19,49,287,23,8
U441,Dec,2023,689,6332.93,28,152,143,53,26,60,255,20,8
U498,Jan,2025,563,5108.92,29,170,75,34,25,49,210,21,4
U166,May,2024,311,2835.33,31,104,23,15,11,22,136,24,3
U175,Sep,2024,608,5661.24,28,191,128,33,17,39,200,19,8
U535,Sep,2025,206,1927.66,30,87,16,8,6,11,78,20,8
U203,Apr,2025,941,8741.69,28,401,104,32,38,39,327,22,2
U522,Mar,2023,867,7964.32,29,351,129,38,18,58,273,11,4
U292,Jan,2024,396,3577.7,29,116,61,15,14,28,162,9,2
U352,Feb,2024,934,8427.28,28,354,86,48,28,75,343,9,1
U326,Aug,2024,566,5178.75,31,169,53,50,27,64,203,22,0
U394,Jan,2025,449,4124.3,30,115,43,38,13,29,211,22,1
U406,Aug,2023,794,7339.46,29,226,179,56,23,31,279,17,7
U198,Jul,2024,439,3952.14,29,95,37,40,18,27,222,18,7
U438,Aug,2025,579,5440.22,28,163,143,23,23,38,189,17,2
U386,Dec,2024,670,6127.54,29,211,68,51,20,65,255,12,6
U435,Jun,2023,974,9096.42,29,427,69,68,33,70,307,16,6
U447,Dec,2024,900,8292.59,30,250,158,71,23,69,329,20,1
U535,Sep,2023,654,5920.12,31,278,45,39,28,40,224,24,8
U547,Mar,2023,565,5265.25,30,145,105,22,23,39,231,13,2
U582,Oct,2024,489,4539.84,31,121,115,13,19,34,187,17,1
U408,Apr,2024,602,5545.01,30,198,45,23,24,59,253,9,2
U349,Jun,2023,257,2365.9,28,94,48,16,6,11,82,13,1
U266,Aug,2025,720,6505.19,29,151,113,43,25,83,305,20,7
U581,May,2023,503,4658.96,31,128,52,43,22,48,210,14,4
U572,Mar,2024,314,2940.45,28,98,31,17,16,21,131,9,2
U435,Jun,2024,409,3696.25,29,115,96,22,11,28,137,21,4
U130,Apr,2025,240,2185.3,29,90,19,6,11,27,87,12,7
U347,Sep,2023,372,3482.26,29,121,79,12,9,15,136,18,6
U206,Mar,2023,433,3946.25,30,103,77,23,22,27,181,17,5
U151,Apr,2023,992,9187.48,28,420,62,57,30,70,353,18,0
U181,Jul,2024,789,7269.79,28,215,124,30,28,76,316,9,0
U233,Jul,2023,819,7566.36,29,313,154,44,22,37,249,22,0
U385,Dec,2025,992,9092.99,31,391,169,37,33,86,276,14,7
U488,Dec,2024,602,5490.24,28,265,74,34,19,41,169,16,7
U238,Apr,2024,238,2146.62,30,77,50,6,7,22,76,12,6
U284,Jun,2023,318,2956.67,31,112,26,21,12,21,126,14,5
U501,Dec,2025,534,4965.37,31,151,125,20,12,50,176,9,3
U430,Mar,2024,535,4958.54,31,197,105,30,13,29,161,10,0
U373,Jun,2024,738,6832.0,31,233,139,33,22,42,269,9,8
U440,Dec,2023,815,7414.45,28,252,171,45,27,75,245,11,0
U572,Feb,2023,273,2459.44,29,112,37,17,8,11,88,14,3
U169,Aug,2025,390,3636.16,31,82,82,11,18,47,150,14,2
U134,Feb,2023,523,4809.75,30,219,73,11,18,34,168,24,6
U362,Nov,2025,346,3156.47,30,142,38,21,8,34,103,23,4
U153,Jul,2024,966,8733.39,29,315,157,56,38,72,328,10,4
U550,Sep,2025,483,4359.12,28,155,53,21,12,51,191,22,3
U305,Jan,2025,412,3765.49,29,119,61,23,17,19,173,21,0
U226,Aug,2025,834,7774.46,31,374,78,20,19,59,284,22,4
U335,Jul,2024,917,8589.99,28,208,92,42,49,110,416,21,3
U143,Jun,2023,951,8900.12,28,330,112,47,35,92,335,14,7
U340,Jun,2024,593,5555.22,31,219,117,34,16,25,182,10,1
U559,Jun,2023,538,5037.34,30,233,59,24,18,33,171,24,7
U471,Sep,2025,997,9183.26,31,393,173,46,19,59,307,17,0
U211,Feb,2025,221,2008.4,29,79,20,16,6,11,89,22,3
U349,Jan,2025,970,9039.64,31,222,154,48,44,83,419,13,2
U251,Dec,2025,304,2761.99,30,89,27,22,15,33,118,24,4
U283,Jun,2025,665,6056.08,31,156,68,60,26,51,304,24,4
U436,Oct,2023,658,5983.39,29,276,97,20,16,41,208,21,4
U195,Nov,2023,631,5808.98,29,244,97,24,20,60,186,12,3
U559,Aug,2025,969,8845.74,30,377,90,74,34,41,353,15,7
U474,Mar,2024,915,8291.42,29,332,127,67,27,68,294,14,2
U500,Dec,2024,973,8933.38,29,317,207,32,39,79,299,11,3
U108,Oct,2025,818,7647.94,31,194,89,30,38,99,368,12,0
U488,Jan,2023,962,8877.55,28,271,72,47,29,112,431,23,6
U460,Sep,2024,420,3927.56,29,98,84,21,13,42,162,21,0
U488,Jan,2024,578,5247.29,29,220,40,29,20,29,240,21,1
U284,Mar,2024,421,3817.12,30,101,110,23,15,30,142,16,6
U381,Aug,2025,457,4218.22,30,171,72,29,11,37,137,13,0
U295,Mar,2024,912,8377.02,31,340,124,37,40,42,329,24,2
U452,Apr,2024,566,5243.46,31,178,80,41,17,25,225,19,5
U295,Aug,2024,969,9029.0,29,226,180,33,40,108,382,11,5
U255,Jan,2024,548,5096.69,28,152,48,18,16,64,250,23,5
U193,Jun,2023,424,3975.81,28,118,101,20,17,27,141,18,1
U260,Jan,2025,913,8362.44,31,342,146,23,35,88,279,11,1
U534,Jan,2025,937,8510.35,30,214,105,55,33,113,417,24,5
U161,Aug,2023,435,4010.86,29,177,62,27,16,37,116,15,4
U222,Nov,2023,382,3454.92,29,149,31,14,12,42,134,21,6
U151,Apr,2025,911,8304.26,28,224,71,74,45,85,412,9,6
U503,Dec,2024,957,8692.58,31,363,153,35,36,78,292,18,4
U377,Jan,2024,643,5889.0,28,236,106,16,24,52,209,18,7
U105,Oct,2025,822,7434.57,28,318,123,40,32,68,241,13,5
U566,Jul,2024,205,1847.61,31,50,22,17,10,23,83,21,4
U192,May,2023,435,4029.28,30,104,83,22,22,25,179,17,3
U270,May,2024,326,3013.58,29,84,27,24,11,24,156,15,6
U417,Jan,2024,303,2812.85,30,88,54,22,9,18,112,14,3
U122,Oct,2024,948,8782.42,31,377,136,56,31,77,271,15,4
U505,Nov,2025,679,6142.04,31,261,110,21,24,58,205,15,4
U426,Jun,2023,354,3227.22,29,152,65,16,9,19,93,9,0
U101,Sep,2024,456,4127.63,30,97,112,24,11,39,173,23,0
U233,Sep,2025,434,4052.34,29,88,119,28,18,40,141,16,2
U333,Aug,2024,699,6499.83,28,261,150,28,25,34,201,20,2
U112,May,2023,488,4431.34,28,131,104,15,16,23,199,19,1
U446,Jan,2024,709,6477.8,28,201,172,35,18,48,235,24,1
U146,Sep,2023,751,7049.37,30,252,158,33,15,69,224,9,5
U134,Jan,2024,999,9228.43,28,225,218,56,30,102,368,20,0
U533,Aug,2023,908,8462.98,29,327,69,70,37,62,343,8,5
U178,May,2024,984,8960.14,30,276,79,87,51,53,438,18,4
U318,Mar,2023,975,8856.92,29,349,193,41,21,72,299,12,5
U401,Nov,2024,768,7152.82,31,313,101,33,24,66,231,8,4
U511,Jul,2024,497,4609.35,30,120,114,26,20,43,174,20,6
U173,Jul,2025,809,7501.36,29,350,81,38,21,52,267,15,0
U382,Sep,2025,336,3098.27,29,111,44,26,12,16,127,13,2
U349,Jul,2023,575,5304.62,30,247,90,27,18,45,148,24,5
U147,Nov,2024,286,2658.16,31,72,70,11,12,17,104,19,0
U221,Mar,2023,618,5628.74,30,217,48,36,23,39,255,8,6
U314,Nov,2025,953,8711.48,28,286,210,51,35,82,289,10,3
U339,Jan,2023,398,3720.76,28,156,72,19,9,35,107,21,2
U156,Aug,2023,662,6039.79,31,232,76,38,19,59,238,15,8
U450,Dec,2025,636,5862.98,29,205,81,23,19,59,249,18,0
U207,Mar,2024,509,4724.06,29,217,32,13,16,34,197,21,7
U419,Dec,2023,795,7472.98,29,233,58,42,23,45,394,15,0
U148,Aug,2025,953,8742.93,30,243,155,51,32,60,412,10,4
U161,Aug,2024,480,4402.19,30,168,38,15,21,44,194,14,7
U437,May,2025,522,4873.93,31,185,50,37,20,28,202,11,5
U126,Dec,2023,963,8977.28,28,298,207,38,22,92,306,23,6
U392,Jan,2024,901,8372.48,29,289,148,65,25,47,327,20,7
