user_id,vehicle_count,vehicle_type,daily_distance_km,work_days,vacation_days,previous_month_liters,previous_bill,trip_frequency
U1388,1,Petrol,119,23,0,270,27033.58,Weekends
U1389,1,Petrol,10,22,5,22,2260.03,Rarely
U1390,2,Diesel,22,22,14,42,4082.01,Daily
U1391,2,Petrol,14,23,7,30,2868.29,Daily
U1392,2,Petrol,96,19,6,202,20291.98,Weekends
U1393,1,Diesel,15,19,1,28,2853.65,Weekends
U1394,1,Petrol,101,17,13,199,19391.29,Weekdays
U1395,1,Petrol,69,19,12,130,13311.7,Weekends
U1396,1,Petrol,81,22,13,157,16407.51,Weekdays
U1397,3,Petrol,105,26,6,221,21297.93,Daily
U1398,1,Petrol,88,19,12,174,17419.19,Weekdays
U1399,3,Petrol,69,18,5,137,13092.87,Weekdays
U1400,1,Petrol,56,22,12,115,11162.66,Rarely
U1401,1,Diesel,71,21,4,130,12466.77,Daily
U1402,1,Diesel,86,20,3,186,18421.45,Weekdays
U1403,2,Diesel,109,19,0,218,22499.41,Weekdays
U1404,2,Petrol,82,19,12,167,16828.81,Daily
U1405,2,Petrol,35,24,1,80,7778.07,Daily
U1406,2,Petrol,95,16,14,187,17840.01,Weekends
U1407,2,Petrol,21,18,6,44,4423.5,Daily
U1408,2,Petrol,59,22,9,117,11270.37,Weekdays
U1409,1,Diesel,114,22,2,256,25197.4,Weekends
U1410,1,Petrol,97,25,4,215,21521.91,Daily
U1411,1,Petrol,40,15,7,76,7906.84,Rarely
U1412,4,Petrol,105,16,12,225,21559.1,Weekdays
U1413,3,Diesel,30,19,12,54,5491.05,Daily
U1414,1,Petrol,57,23,7,130,12368.31,Daily
U1415,2,Diesel,21,24,5,41,4153.26,Rarely
U1416,3,Petrol,90,25,4,199,20002.55,Daily
U1417,1,Diesel,29,26,12,56,5774.65,Daily
U1418,1,Diesel,6,25,1,12,1203.8,Daily
U1419,3,Petrol,90,21,8,206,20296.39,Daily
U1420,1,Petrol,9,24,0,20,1948.55,Daily
U1421,2,Petrol,8,19,10,15,1437.79,Rarely
U1422,1,Petrol,40,15,1,82,8228.38,Weekends
U1423,3,Diesel,10,20,12,19,1973.78,Daily
U1424,3,Diesel,25,26,0,50,5007.37,Daily
U1425,3,Diesel,81,22,11,159,16280.17,Weekdays
U1426,1,Diesel,105,21,3,206,20184.78,Daily
U1427,2,Petrol,93,16,3,192,19100.41,Weekends
U1428,2,Petrol,30,26,4,56,5501.78,Weekends
U1429,1,Diesel,59,19,4,122,11723.3,Weekends
U1430,2,Petrol,43,25,7,83,8231.1,Daily
U1431,1,Diesel,88,18,10,171,17551.93,Daily
U1432,1,Petrol,37,23,14,80,7915.98,Daily
U1433,1,Petrol,18,24,10,32,3248.06,Daily
U1434,1,Electric,60,15,2,0,0.0,Daily
U1435,1,Petrol,104,26,5,208,20431.29,Weekends
U1436,2,Electric,85,20,11,0,0.0,Weekends
U1437,1,Electric,25,17,12,0,0.0,Rarely
U1438,2,Diesel,50,25,11,99,9658.55,Weekends
U1439,1,Diesel,20,23,2,38,3694.53,Daily
U1440,1,Diesel,114,19,12,255,24734.76,Weekdays
U1441,1,Diesel,20,20,1,45,4606.71,Daily
U1442,2,Petrol,88,25,7,159,16516.14,Daily
U1443,1,Petrol,33,23,0,68,6616.84,Weekdays
U1444,1,Diesel,96,23,8,189,18116.1,Weekdays
U1445,2,Petrol,12,22,10,23,2257.17,Weekdays
U1446,1,Petrol,92,23,6,181,18385.7,Daily
U1447,1,Petrol,7,18,11,14,1381.59,Daily
U1448,1,Diesel,93,20,9,176,17686.55,Daily
U1449,2,Diesel,23,19,12,51,5224.6,Daily
U1450,1,Petrol,101,19,14,205,20312.38,Daily
U1451,2,Hybrid,70,18,11,137,14384.58,Weekdays
U1452,1,Diesel,83,16,10,181,17734.29,Weekends
U1453,3,Diesel,90,26,3,162,16974.76,Daily
U1454,2,Diesel,78,20,2,157,15233.76,Weekdays
U1455,4,Diesel,86,23,5,170,16338.58,Daily
U1456,1,Petrol,26,26,8,51,5227.92,Rarely
U1457,2,Diesel,50,15,14,98,9998.26,Daily
U1458,1,Petrol,117,21,8,212,21859.68,Weekends
U1459,1,Diesel,95,20,3,178,17521.59,Weekends
U1460,1,Electric,17,17,9,0,0.0,Weekends
U1461,2,Petrol,37,15,4,84,8080.36,Daily
U1462,4,Petrol,9,18,10,16,1524.84,Weekdays
U1463,2,Diesel,94,23,12,177,17347.0,Daily
U1464,1,Petrol,81,16,8,185,19050.05,Daily
U1465,1,Diesel,31,17,1,65,6612.44,Daily
U1466,2,Petrol,82,16,1,166,16494.11,Weekends
U1467,1,Petrol,28,16,4,51,4975.69,Weekends
U1468,1,Electric,71,24,0,0,0.0,Daily
U1469,1,Diesel,115,25,7,214,21052.26,Weekdays
U1470,1,Diesel,119,25,4,254,25298.45,Rarely
U1471,1,Petrol,67,22,11,153,15586.15,Daily
U1472,1,Diesel,117,17,9,241,24451.79,Daily
U1473,1,Diesel,98,21,1,186,19432.06,Daily
U1474,1,Diesel,103,22,11,217,20832.86,Weekdays
U1475,4,Diesel,52,17,8,106,10426.52,Daily
U1476,1,Diesel,67,16,1,138,13774.58,Weekdays
U1477,1,Petrol,82,22,6,167,16985.06,Daily
U1478,2,Petrol,16,17,7,34,3398.45,Daily
U1479,1,Diesel,32,21,13,66,6872.42,Daily
U1480,3,Petrol,48,26,5,110,11119.54,Daily
U1481,2,Diesel,97,15,13,214,20414.88,Daily
U1482,1,Petrol,47,26,10,90,8652.29,Daily
U1483,1,Diesel,21,20,6,45,4614.07,Weekends
U1484,2,Diesel,44,26,10,83,8479.1,Daily
U1485,3,Petrol,53,26,0,116,11198.06,Weekdays
U1486,1,Petrol,89,23,3,166,15867.79,Rarely
U1487,1,Petrol,61,26,12,124,12497.61,Weekends
U1488,1,Diesel,91,17,6,199,20170.12,Rarely
U1489,4,Diesel,88,21,0,170,16380.01,Weekdays
U1490,1,Petrol,68,20,12,150,14960.43,Daily
U1491,3,Diesel,79,22,0,167,16375.74,Weekends
U1492,1,Petrol,61,17,10,121,12621.88,Weekends
U1493,1,Petrol,102,17,5,205,19924.36,Weekends
U1494,1,Hybrid,78,18,3,176,18010.54,Weekdays
U1495,1,Petrol,78,17,2,148,14826.84,Weekdays
U1496,1,Petrol,111,23,11,238,22637.42,Daily
U1497,1,Petrol,74,25,14,159,15927.03,Weekdays
U1498,1,Petrol,104,18,4,235,22558.76,Daily
U1499,2,Petrol,92,20,8,198,20114.94,Daily
U1500,1,Petrol,80,22,9,167,16809.42,Weekdays
U1501,1,Diesel,47,25,9,105,9985.95,Daily
U1502,3,Petrol,27,22,11,59,5725.77,Daily
U1503,2,Petrol,31,19,13,66,6782.31,Weekends
U1504,3,Petrol,62,19,13,112,10948.87,Weekends
U1505,4,Petrol,113,20,11,224,22398.39,Weekdays
U1506,1,Diesel,41,24,10,86,8438.32,Weekdays
U1507,1,Electric,10,21,9,0,0.0,Rarely
U1508,2,Petrol,69,24,2,135,13549.38,Daily
U1509,2,Diesel,10,21,4,18,1835.31,Weekdays
U1510,1,Diesel,54,18,9,112,10733.49,Daily
U1511,2,Diesel,26,20,4,50,4770.17,Daily
U1512,1,Petrol,109,21,8,208,20299.19,Weekdays
U1513,1,Petrol,92,19,10,183,17950.72,Weekdays
U1514,1,Petrol,29,19,11,63,6418.24,Daily
U1515,1,Diesel,83,16,9,169,17016.83,Daily
U1516,1,Petrol,94,21,10,179,17675.5,Weekdays
U1517,1,Hybrid,76,26,3,141,14317.31,Weekdays
U1518,2,Petrol,55,20,0,112,10823.19,Weekdays
U1519,1,Petrol,92,25,9,202,19318.25,Daily
U1520,1,Diesel,52,15,4,110,11389.96,Weekdays
U1521,2,Petrol,106,18,0,203,20429.81,Daily
U1522,3,Petrol,74,17,5,149,15122.15,Daily
U1523,2,Diesel,103,26,11,229,22458.58,Weekdays
U1524,2,Hybrid,110,17,9,207,20434.95,Weekdays
U1525,2,Diesel,69,21,9,142,13606.96,Daily
U1526,1,Diesel,64,25,14,126,13049.81,Daily
U1527,1,Diesel,50,26,6,93,9385.97,Weekdays
U1528,1,Hybrid,40,24,0,72,6900.21,Daily
U1529,1,Petrol,62,18,9,128,13189.8,Daily
U1530,1,Petrol,80,26,3,144,14319.53,Daily
U1531,2,Petrol,42,22,8,77,7904.13,Daily
U1532,1,Petrol,15,25,12,29,2758.66,Daily
U1533,1,Diesel,16,23,0,29,2763.33,Weekends
U1534,1,Diesel,46,17,8,92,8897.12,Weekdays
U1535,2,Diesel,118,19,7,220,21364.02,Weekdays
U1536,1,Petrol,43,18,4,84,8621.72,Weekdays
U1537,2,Diesel,75,26,5,164,16738.98,Weekdays
U1538,1,Petrol,15,24,6,31,3135.99,Weekends
U1539,1,Diesel,40,20,3,80,8307.89,Weekdays
U1540,1,Diesel,56,25,13,103,10039.56,Daily
U1541,2,Petrol,35,24,13,73,7595.22,Weekdays
U1542,1,Petrol,37,18,5,69,7182.54,Daily
U1543,2,Petrol,17,22,6,31,3079.62,Weekdays
U1544,1,Diesel,22,17,10,46,4413.42,Weekdays
U1545,1,Hybrid,45,25,14,101,10328.83,Weekends
U1546,2,Diesel,62,19,5,125,12296.16,Weekdays
U1547,2,Petrol,60,15,10,109,11221.47,Daily
U1548,2,Petrol,28,20,12,62,5991.49,Daily
U1549,2,Diesel,77,25,14,141,14155.72,Daily
U1550,2,Diesel,35,19,11,78,7806.3,Daily
U1551,2,Petrol,59,22,5,117,11232.37,Daily
U1552,2,Petrol,109,23,1,216,21304.8,Daily
U1553,2,Diesel,14,22,4,28,2683.73,Daily
U1554,2,Petrol,64,22,2,145,14448.87,Rarely
U1555,1,Petrol,6,26,6,13,1344.58,Daily
U1556,2,Petrol,106,17,3,215,21005.94,Daily
U1557,1,Petrol,19,18,0,40,4105.94,Daily
U1558,2,Diesel,7,25,11,14,1355.68,Weekdays
U1559,2,Electric,47,18,11,0,0.0,Daily
U1560,1,Diesel,35,25,5,77,8019.96,Weekdays
U1561,2,Petrol,74,19,5,134,13164.06,Daily
U1562,1,Petrol,71,23,6,139,14456.57,Weekdays
U1563,1,Petrol,60,26,14,136,13607.37,Weekends
U1564,2,Petrol,67,23,10,152,14921.54,Daily
U1565,1,Diesel,79,24,7,142,14763.04,Daily
U1566,2,Petrol,19,26,14,36,3431.53,Daily
U1567,2,Petrol,113,15,2,259,24677.57,Weekdays
U1568,1,Petrol,96,22,13,196,19795.67,Daily
U1569,1,Petrol,14,15,5,29,2986.06,Weekdays
U1570,1,Petrol,42,16,9,79,8098.72,Weekdays
U1571,1,Petrol,51,21,1,114,10920.6,Weekdays
U1572,4,Electric,61,22,12,0,0.0,Daily
U1573,1,Petrol,54,15,13,102,10407.12,Daily
U1574,1,Petrol,118,17,8,225,23510.5,Weekdays
U1575,1,Diesel,75,21,1,169,16611.18,Weekends
U1576,1,Electric,19,23,2,0,0.0,Rarely
U1577,2,Diesel,22,22,11,48,4972.77,Weekends
U1578,1,Diesel,86,22,14,171,16895.59,Weekdays
U1579,2,Petrol,109,23,14,245,25638.91,Weekdays
U1580,1,Petrol,92,24,12,201,19627.64,Weekdays
U1581,3,Petrol,6,17,9,13,1276.03,Daily
U1582,1,Diesel,108,22,11,246,25634.01,Weekdays
U1583,1,Diesel,88,15,11,174,18217.21,Daily
U1584,3,Petrol,102,22,1,214,20940.32,Daily
U1585,1,Petrol,47,21,8,105,10118.21,Weekdays
U1586,3,Diesel,30,22,0,65,6668.39,Daily
U1587,2,Petrol,75,15,4,156,16270.28,Daily
U1588,1,Diesel,42,20,0,77,7777.55,Daily
U1589,1,Diesel,98,21,4,208,21079.8,Weekends
U1590,2,Diesel,46,25,7,94,9647.17,Weekdays
U1591,1,Diesel,9,19,7,17,1641.02,Weekdays
U1592,1,Diesel,15,19,10,33,3456.24,Daily
U1593,1,Petrol,69,21,7,136,13415.49,Daily
U1594,1,Diesel,38,25,1,75,7596.18,Daily
U1595,1,Diesel,5,17,7,10,996.86,Daily
U1596,2,Petrol,87,20,11,177,17643.68,Weekdays
U1597,3,Petrol,6,21,4,11,1122.3,Daily
U1598,3,Petrol,89,15,14,177,18575.55,Daily
U1599,2,Petrol,24,26,0,44,4469.99,Daily
U1600,1,Diesel,65,16,6,123,12661.69,Daily
U1601,2,Diesel,91,26,12,164,15625.29,Daily
U1602,1,Petrol,25,18,5,47,4845.9,Weekdays
U1603,1,Petrol,92,22,4,180,17639.96,Weekdays
U1604,1,Electric,72,25,0,0,0.0,Weekends
U1605,1,Petrol,16,24,13,36,3460.8,Weekdays
U1606,2,Petrol,26,20,13,53,5395.33,Daily
U1607,2,Diesel,24,15,0,51,5353.78,Weekdays
U1608,1,Petrol,86,24,5,170,17282.53,Weekdays
U1609,1,Petrol,5,19,9,10,976.23,Daily
U1610,4,Petrol,34,21,11,71,6889.35,Weekdays
U1611,1,Petrol,101,20,6,205,20553.21,Weekends
U1612,1,Diesel,28,26,9,53,5069.47,Daily
U1613,1,Petrol,18,23,9,35,3464.77,Weekdays
U1614,2,Petrol,40,22,0,84,8539.64,Weekends
U1615,2,Diesel,73,18,8,146,15282.79,Weekdays
U1616,1,Diesel,79,25,14,177,17568.41,Weekdays
U1617,1,Petrol,28,26,3,53,5141.12,Daily
U1618,2,Petrol,64,19,4,117,12071.31,Daily
U1619,2,Diesel,99,21,1,207,21205.49,Weekdays
U1620,1,Petrol,59,22,13,132,13674.81,Weekdays
U1621,3,Petrol,81,19,11,160,15543.55,Weekends
U1622,1,Diesel,84,23,9,178,17630.6,Daily
U1623,1,Diesel,28,24,12,53,5555.22,Daily
U1624,3,Diesel,81,26,7,168,16225.51,Daily
U1625,1,Diesel,28,18,13,61,6204.58,Daily
U1626,1,Diesel,58,18,1,129,12560.97,Daily
U1627,1,Petrol,30,22,2,55,5500.09,Daily
U1628,1,Diesel,70,15,14,138,14214.7,Daily
U1629,4,Petrol,84,22,11,178,17779.68,Daily
U1630,1,Petrol,42,19,14,76,7832.17,Daily
U1631,2,Diesel,114,25,8,244,24220.26,Rarely
U1632,1,Diesel,69,15,1,142,14909.08,Weekdays
U1633,1,Petrol,117,18,13,227,22554.33,Daily
U1634,1,Hybrid,79,16,5,174,16789.92,Weekends
U1635,2,Petrol,55,18,11,106,10495.98,Weekdays
U1636,1,Petrol,39,22,3,89,9115.91,Weekends
U1637,2,Petrol,47,19,6,103,10658.38,Daily
U1638,1,Diesel,33,15,13,71,7071.67,Daily
U1639,3,Diesel,41,21,13,75,7570.86,Weekends
U1640,1,Petrol,85,15,5,191,19758.74,Daily
U1641,2,Diesel,62,23,9,136,14026.42,Weekends
U1642,2,Petrol,58,17,13,111,11275.07,Weekends
U1643,2,Diesel,43,26,8,85,8767.77,Rarely
U1644,2,Petrol,46,17,13,88,8866.8,Daily
U1645,2,Petrol,32,20,8,73,6938.39,Daily
U1646,1,Hybrid,33,24,9,73,6965.12,Daily
U1647,1,Petrol,47,20,3,106,11108.6,Rarely
U1648,1,Petrol,7,25,0,15,1446.75,Daily
U1649,3,Diesel,14,25,1,28,2773.26,Weekdays
U1650,1,Electric,63,20,7,0,0.0,Daily
U1651,2,Petrol,110,15,13,209,20262.63,Daily
U1652,1,Petrol,18,19,9,33,3413.45,Daily
U1653,1,Petrol,80,26,7,165,17025.14,Weekdays
U1654,1,Petrol,51,20,13,115,12059.28,Weekends
U1655,2,Petrol,46,22,14,105,10270.77,Daily
U1656,1,Diesel,98,15,1,190,18649.12,Weekends
U1657,1,Electric,36,19,3,0,0.0,Weekdays
U1658,1,Petrol,36,17,0,75,7300.56,Weekdays
U1659,1,Petrol,46,16,6,94,9445.03,Weekdays
U1660,1,Petrol,36,25,3,76,7757.58,Daily
U1661,1,Petrol,30,22,10,59,5765.41,Daily
U1662,2,Diesel,119,21,13,270,28183.71,Weekdays
U1663,1,Petrol,5,24,7,10,1016.57,Daily
U1664,1,Petrol,60,21,8,130,12411.28,Daily
U1665,1,Diesel,110,19,11,211,20331.41,Daily
U1666,1,Petrol,6,26,8,11,1065.99,Weekdays
U1667,1,Diesel,85,23,2,169,16468.98,Daily
U1668,1,Petrol,34,19,4,74,7570.7,Weekdays
U1669,1,Diesel,107,16,5,242,23205.22,Daily
U1670,1,Hybrid,75,17,5,151,14874.4,Rarely
U1671,2,Diesel,56,18,9,122,12701.89,Daily
U1672,2,Electric,95,19,7,0,0.0,Weekdays
U1673,2,Petrol,13,17,5,25,2441.37,Weekdays
U1674,1,Petrol,26,26,5,56,5855.95,Weekdays
U1675,1,Diesel,38,21,3,83,8087.78,Daily
U1676,1,Diesel,114,19,6,216,22475.02,Weekdays
U1677,1,Petrol,53,19,13,103,10532.54,Daily
U1678,4,Petrol,5,20,13,10,1024.05,Daily
U1679,1,Petrol,77,21,7,145,14884.16,Weekdays
U1680,1,Petrol,88,24,2,199,19913.07,Weekdays
U1681,1,Petrol,57,24,6,119,12274.35,Weekdays
U1682,2,Diesel,87,22,2,161,16641.27,Weekends
U1683,1,Petrol,104,23,7,196,19326.55,Daily
U1684,1,Petrol,44,25,0,100,9900.34,Weekends
U1685,1,Diesel,49,18,0,106,11012.08,Daily
U1686,1,Diesel,72,19,13,156,15638.58,Weekdays
U1687,1,Diesel,13,19,5,23,2384.4,Weekdays
U1688,1,Diesel,109,22,9,244,24709.32,Daily
U1689,1,Petrol,26,23,8,52,5248.66,Daily
U1690,1,Diesel,22,21,11,46,4384.25,Weekdays
U1691,1,Petrol,80,19,13,182,17795.77,Daily
U1692,1,Petrol,110,17,3,203,20304.18,Daily
U1693,1,Diesel,47,15,5,95,9582.95,Daily
U1694,2,Hybrid,43,25,11,78,7901.74,Weekdays
U1695,2,Petrol,77,23,4,157,16039.47,Daily
U1696,1,Petrol,10,19,11,19,1929.68,Daily
U1697,1,Petrol,87,23,14,196,20283.21,Daily
U1698,1,Petrol,52,24,0,103,10089.33,Daily
U1699,1,Petrol,115,26,5,243,24644.02,Weekends
U1700,2,Diesel,11,18,8,24,2292.28,Weekends
U1701,1,Petrol,84,19,14,192,19161.96,Daily
U1702,3,Hybrid,73,18,14,149,14554.37,Weekdays
U1703,1,Diesel,20,16,11,40,3952.35,Weekdays
U1704,1,Diesel,5,26,2,9,886.92,Weekdays
U1705,2,Diesel,119,15,10,214,20459.32,Weekdays
U1706,2,Petrol,41,22,14,86,8571.32,Daily
U1707,2,Petrol,107,18,2,196,20569.47,Daily
U1708,2,Diesel,87,19,13,173,16952.16,Daily
U1709,1,Diesel,41,20,1,73,7472.39,Daily
U1710,2,Diesel,85,22,12,179,17985.54,Weekdays
U1711,1,Petrol,68,25,3,136,13362.31,Daily
U1712,2,Hybrid,94,22,9,175,16781.81,Daily
U1713,1,Petrol,90,21,2,175,17002.75,Daily
U1714,2,Diesel,66,18,11,137,14086.14,Weekdays
U1715,1,Electric,76,20,1,0,0.0,Weekends
U1716,1,Petrol,65,18,0,132,12730.48,Weekdays
U1717,1,Diesel,37,21,2,81,7963.35,Daily
U1718,2,Petrol,70,26,9,129,13008.42,Weekdays
U1719,1,Petrol,34,26,5,62,6326.15,Daily
U1720,1,Petrol,115,25,8,209,20664.59,Daily
U1721,1,Diesel,24,15,10,49,4899.09,Daily
U1722,1,Hybrid,64,19,4,137,13638.24,Weekdays
U1723,2,Diesel,86,24,14,160,15214.41,Weekdays
U1724,1,Petrol,111,26,2,235,23254.66,Weekends
U1725,3,Diesel,78,24,13,159,16038.84,Weekdays
U1726,1,Electric,28,18,4,0,0.0,Daily
U1727,1,Petrol,8,25,4,17,1742.46,Daily
U1728,2,Electric,41,21,4,0,0.0,Daily
U1729,2,Petrol,8,23,11,16,1564.29,Weekdays
U1730,1,Diesel,81,19,11,186,18145.5,Weekdays
U1731,1,Petrol,93,18,6,212,21123.98,Rarely
U1732,2,Petrol,81,23,4,167,17089.06,Weekdays
U1733,1,Petrol,22,19,6,44,4221.28,Weekends
U1734,4,Diesel,92,23,8,186,19433.89,Weekdays
U1735,3,Petrol,70,22,4,140,14060.41,Weekends
U1736,2,Petrol,52,18,1,107,10492.86,Weekdays
U1737,1,Diesel,37,25,4,71,7237.31,Weekdays
U1738,2,Hybrid,62,25,7,140,13362.62,Weekdays
U1739,1,Petrol,87,21,11,177,17672.38,Weekdays
U1740,1,Petrol,77,19,3,171,17076.01,Daily
U1741,1,Petrol,32,24,1,65,6280.28,Daily
U1742,1,Petrol,39,18,9,84,8683.41,Daily
U1743,2,Diesel,107,19,2,210,21623.31,Daily
U1744,2,Diesel,14,19,8,29,2799.29,Weekdays
U1745,2,Diesel,69,25,8,141,13908.0,Daily
U1746,1,Petrol,46,23,7,91,8736.39,Daily
U1747,1,Diesel,89,26,7,199,20593.73,Daily
U1748,1,Diesel,13,23,7,24,2357.6,Weekdays
U1749,4,Diesel,64,20,7,130,12921.11,Daily
U1750,1,Diesel,115,18,7,218,21416.04,Daily
U1751,2,Diesel,19,16,0,42,4120.21,Daily
U1752,1,Diesel,103,17,5,198,20289.66,Daily
U1753,1,Petrol,61,16,11,129,13219.36,Weekends
U1754,2,Electric,73,19,8,0,0.0,Daily
U1755,1,Petrol,109,20,7,218,22143.6,Weekdays
U1756,2,Diesel,26,25,2,58,5806.76,Weekdays
U1757,3,Petrol,68,19,10,128,12196.59,Rarely
U1758,1,Diesel,45,16,0,95,9087.71,Daily
U1759,1,Diesel,91,26,1,173,17098.87,Daily
U1760,1,Petrol,75,19,10,150,15374.62,Daily
U1761,3,Petrol,60,23,14,124,12912.4,Daily
U1762,1,Diesel,27,18,1,56,5336.64,Weekdays
U1763,1,Diesel,112,26,6,235,23189.87,Daily
U1764,1,Petrol,29,24,11,61,5931.51,Daily
U1765,2,Petrol,95,16,5,183,18876.83,Weekends
U1766,1,Diesel,109,17,10,218,22554.21,Weekdays
U1767,2,Petrol,10,17,1,18,1747.15,Daily
U1768,3,Petrol,38,23,7,83,8474.99,Daily
U1769,1,Petrol,67,18,14,148,15143.0,Daily
U1770,1,Petrol,13,15,8,24,2322.49,Weekends
U1771,3,Petrol,64,15,14,121,12019.77,Weekends
U1772,1,Petrol,53,21,6,96,9715.52,Weekends
U1773,2,Petrol,101,21,3,230,21909.95,Weekends
U1774,1,Petrol,55,16,12,121,11984.56,Weekdays
U1775,1,Petrol,64,23,12,126,12165.25,Daily
U1776,2,Petrol,74,23,0,151,15163.26,Daily
U1777,1,Petrol,41,19,3,79,8170.9,Weekdays
U1778,1,Diesel,35,17,3,73,7318.07,Weekends
U1779,1,Petrol,102,17,7,220,20979.16,Daily
U1780,1,Petrol,45,26,3,91,8671.99,Weekdays
U1781,1,Petrol,66,17,3,147,14855.09,Weekends
U1782,1,Petrol,97,20,12,199,19557.68,Daily
U1783,3,Diesel,62,18,1,116,11684.29,Weekends
U1784,1,Diesel,18,22,11,38,3672.18,Daily
U1785,2,Diesel,40,25,9,81,8324.26,Daily
U1786,1,Diesel,40,25,6,90,9324.65,Daily
U1787,2,Electric,83,25,14,0,0.0,Weekdays
U1788,1,Petrol,12,19,3,24,2352.98,Weekdays
U1789,3,Petrol,30,15,10,63,6401.26,Daily
U1790,1,Petrol,40,23,5,82,8018.81,Weekends
U1791,1,Petrol,52,15,2,103,10570.64,Weekdays
U1792,1,Petrol,89,20,6,204,19625.87,Weekdays
U1793,1,Diesel,32,15,5,62,6362.91,Daily
U1794,1,Petrol,72,17,2,139,13816.22,Weekends
U1795,1,Hybrid,66,24,3,147,15222.66,Daily
U1796,2,Diesel,84,19,9,151,15460.79,Daily
U1797,1,Petrol,90,24,13,171,16888.85,Daily
U1798,1,Petrol,80,21,4,167,17373.91,Daily
U1799,1,Petrol,84,24,8,158,15457.67,Weekends
U1800,2,Petrol,55,22,13,126,13188.41,Daily
U1801,1,Petrol,108,26,5,219,22485.18,Daily
U1802,1,Petrol,106,23,12,222,23289.3,Weekends
U1803,1,Petrol,46,20,3,86,8216.36,Weekdays
U1804,2,Petrol,105,25,10,204,19939.03,Weekdays
U1805,2,Electric,33,23,10,0,0.0,Daily
U1806,1,Diesel,86,22,6,178,18551.6,Weekdays
U1807,2,Hybrid,14,23,1,30,2858.63,Daily
U1808,2,Petrol,110,24,3,212,20140.02,Rarely
U1809,1,Petrol,43,18,4,91,8878.18,Weekdays
U1810,2,Diesel,86,23,3,167,17289.14,Weekdays
U1811,1,Petrol,5,21,3,10,1026.72,Daily
U1812,1,Petrol,43,19,10,90,8856.25,Daily
U1813,1,Diesel,25,19,12,46,4370.93,Daily
U1814,1,Diesel,69,15,8,143,14378.23,Daily
U1815,1,Petrol,19,16,13,34,3310.9,Daily
U1816,3,Petrol,8,24,10,16,1639.3,Weekdays
U1817,1,Petrol,64,17,12,137,13626.5,Daily
U1818,1,Petrol,65,22,1,119,12112.54,Weekdays
U1819,1,Petrol,24,20,5,54,5590.25,Daily
U1820,3,Petrol,14,26,13,28,2810.01,Daily
U1821,1,Petrol,91,24,7,206,20262.07,Weekdays
U1822,1,Electric,109,25,7,0,0.0,Weekdays
U1823,1,Diesel,38,19,10,86,8398.06,Daily
U1824,1,Diesel,114,15,6,211,21926.1,Daily
U1825,4,Petrol,52,26,9,105,10050.0,Weekdays
U1826,3,Petrol,37,25,10,83,8578.44,Daily
U1827,1,Petrol,102,26,3,195,18703.53,Daily
U1828,3,Petrol,107,23,6,194,18538.91,Weekdays
U1829,1,Petrol,65,17,12,142,14005.82,Daily
U1830,2,Diesel,14,17,9,29,3032.4,Daily
U1831,1,Diesel,58,16,5,119,12475.35,Weekends
U1832,1,Petrol,88,18,10,159,15426.29,Weekdays
U1833,1,Petrol,69,26,5,146,14087.01,Daily
U1834,2,Hybrid,81,16,1,152,14976.49,Weekdays
U1835,1,Petrol,5,23,7,11,1082.08,Daily
U1836,1,Petrol,9,26,7,19,1949.32,Weekends
U1837,1,Petrol,84,24,13,180,17899.2,Weekdays
U1838,2,Diesel,19,21,10,36,3700.76,Daily
U1839,1,Electric,117,22,6,0,0.0,Daily
U1840,2,Petrol,32,17,10,66,6651.68,Daily
U1841,3,Diesel,99,20,8,220,22733.73,Weekdays
U1842,1,Diesel,27,24,7,52,5041.74,Weekdays
U1843,2,Petrol,116,20,13,252,24347.76,Daily
U1844,1,Petrol,113,15,8,235,24089.03,Daily
U1845,2,Petrol,111,20,14,202,19684.49,Daily
U1846,1,Electric,21,17,8,0,0.0,Daily
U1847,2,Petrol,117,25,5,221,23010.43,Daily
U1848,2,Diesel,102,17,1,201,20347.1,Weekdays
U1849,3,Petrol,17,17,11,33,3281.83,Weekdays
U1850,2,Diesel,18,24,6,36,3681.27,Rarely
U1851,1,Petrol,15,25,2,31,3048.33,Weekends
U1852,1,Diesel,32,25,12,66,6899.42,Weekdays
U1853,2,Diesel,46,24,6,83,7941.95,Weekdays
U1854,1,Diesel,100,25,8,217,22005.86,Rarely
U1855,1,Diesel,103,22,9,234,24048.86,Daily
U1856,3,Petrol,65,19,13,128,12760.48,Daily
U1857,2,Diesel,68,18,9,128,13126.36,Daily
U1858,2,Petrol,35,23,1,72,7507.38,Weekdays
U1859,1,Petrol,85,23,13,182,18644.07,Weekdays
U1860,2,Petrol,115,15,12,246,24131.04,Daily
U1861,1,Petrol,77,16,5,162,16300.19,Weekdays
U1862,2,Petrol,14,22,12,26,2707.02,Weekdays
U1863,1,Electric,12,19,5,0,0.0,Daily
U1864,2,Petrol,25,21,8,50,5090.85,Daily
U1865,4,Diesel,81,15,12,154,15346.89,Daily
U1866,1,Petrol,63,26,8,116,11160.76,Daily
U1867,3,Petrol,54,24,14,108,10323.29,Weekends
U1868,1,Petrol,73,26,12,153,15991.98,Weekends
U1869,2,Hybrid,74,19,4,157,15876.69,Weekends
U1870,2,Diesel,34,25,13,77,7394.94,Weekdays
U1871,1,Hybrid,99,26,4,185,19161.26,Weekdays
