user_id,month,year,gas_units,bill_amount,cooking_units,heating_units,occupancy_days
U740,Oct,2025,257,321.18,147,110,27
U615,Dec,2025,372,456.82,136,236,26
U665,Dec,2025,414,488.13,147,267,30
U754,Feb,2024,439,517.05,212,227,19
U529,Mar,2024,144,175.21,76,68,30
U677,Mar,2023,207,256.59,97,110,20
U589,Dec,2024,318,384.08,117,201,25
U737,Dec,2023,417,501.54,129,288,31
U450,Sep,2023,414,482.74,200,214,28
U577,Jul,2023,276,337.15,93,183,20
U498,Aug,2024,327,399.02,131,196,25
U370,Nov,2025,290,361.54,145,145,26
U412,Oct,2024,259,305.62,85,174,27
U304,Nov,2023,366,448.59,123,243,18
U650,Sep,2023,425,507.2,135,290,21
U631,Jun,2024,289,348.49,173,116,16
U746,Apr,2023,274,337.47,114,160,20
U618,Dec,2023,389,455.99,222,167,20
U650,Jan,2024,244,288.97,94,150,22
U395,Aug,2024,331,406.25,174,157,22
U452,Jul,2024,303,365.73,110,193,22
U611,Feb,2023,312,361.68,140,172,22
U437,Aug,2023,139,165.83,76,63,15
U547,Dec,2025,374,452.04,203,171,16
U687,May,2025,422,523.68,227,195,26
U543,Jul,2024,181,211.56,99,82,29
U331,Apr,2025,280,344.57,101,179,18
U340,May,2023,419,487.32,186,233,17
U529,Aug,2025,182,213.71,81,101,28
U336,Jan,2023,402,472.08,227,175,22
U708,Jan,2024,361,446.83,140,221,27
U523,Apr,2024,371,434.03,214,157,19
U306,Mar,2023,299,367.38,130,169,27
U622,Oct,2025,339,405.51,169,170,15
U768,Dec,2024,279,348.72,106,173,30
U520,Feb,2024,270,333.16,114,156,16
U375,Dec,2025,394,482.24,202,192,21
U304,Mar,2025,276,341.43,125,151,20
U635,Nov,2023,336,407.7,194,142,19
U434,Nov,2025,237,292.54,123,114,18
U418,Nov,2025,426,501.02,199,227,16
U669,Jan,2025,410,475.51,232,178,24
U394,Jan,2023,228,276.24,113,115,19
U786,Jun,2023,148,176.63,73,75,24
U735,May,2024,263,313.67,98,165,29
U362,Aug,2023,376,452.21,157,219,23
U741,Feb,2024,392,464.97,197,195,25
U494,Apr,2025,215,260.71,122,93,31
U635,Aug,2024,123,141.83,48,75,23
U503,Dec,2024,410,511.27,149,261,30
U692,Jun,2025,124,154.07,59,65,20
U326,Jan,2024,226,281.04,72,154,25
U735,Apr,2023,333,395.1,171,162,31
U473,Jan,2023,308,370.58,157,151,18
U600,Feb,2023,192,239.12,78,114,29
U433,May,2023,193,239.37,109,84,15
U626,Aug,2024,426,523.56,191,235,15
U710,Aug,2024,324,385.8,159,165,23
U418,Nov,2025,379,457.24,137,242,26
U624,Mar,2024,110,135.22,46,64,18
U575,Nov,2024,428,503.88,239,189,27
U512,Apr,2024,111,134.6,40,71,21
U525,Oct,2025,134,165.19,55,79,22
U320,Nov,2023,327,399.18,129,198,27
U413,Jun,2024,319,382.15,110,209,25
U440,Nov,2025,240,290.03,92,148,23
U347,Nov,2025,122,152.36,45,77,30
U301,Oct,2025,182,220.26,105,77,24
U390,Mar,2023,328,402.97,171,157,25
U442,Feb,2024,443,541.64,174,269,26
U620,Jun,2025,179,218.41,94,85,28
U338,Nov,2023,389,475.22,119,270,26
U593,May,2025,430,514.04,196,234,31
U682,Oct,2025,258,308.93,96,162,17
U439,May,2025,227,271.67,75,152,15
U656,Oct,2025,289,333.31,163,126,18
U633,May,2025,130,152.63,46,84,30
U791,Oct,2023,114,132.86,62,52,26
U559,Dec,2024,412,510.32,174,238,27
U461,May,2024,174,204.88,52,122,31
U690,Mar,2024,133,154.79,69,64,22
U478,Jul,2024,295,342.78,141,154,27
U310,Jun,2023,430,524.6,173,257,19
U561,Apr,2023,128,147.28,49,79,29
U707,Feb,2023,293,350.76,94,199,26
U438,Dec,2025,115,133.62,66,49,31
U472,Sep,2025,176,217.35,78,98,29
U686,Jan,2025,392,488.37,127,265,16
U313,Nov,2024,180,224.26,100,80,20
U468,Apr,2025,223,266.31,85,138,31
U430,Jan,2024,118,143.31,42,76,30
U384,Jun,2025,201,243.2,77,124,31
U621,Apr,2024,176,208.56,82,94,23
U619,May,2025,328,391.77,105,223,19
U401,May,2025,396,457.95,176,220,15
U629,Sep,2023,302,371.33,171,131,20
U573,Jan,2025,160,187.85,57,103,28
U565,Feb,2025,125,149.51,49,76,31
U759,Jun,2023,170,203.67,71,99,15
U699,May,2024,202,243.63,96,106,15
U708,Nov,2023,425,523.51,244,181,27
U338,Jul,2023,256,312.11,107,149,28
U719,Mar,2024,293,356.38,93,200,20
U394,Mar,2025,374,449.8,151,223,20
U395,Oct,2024,423,490.51,151,272,15
U605,Feb,2025,285,339.21,141,144,28
U369,Mar,2025,425,529.44,131,294,17
U618,Oct,2024,212,264.91,82,130,24
U744,Jan,2023,412,503.9,190,222,18
U536,May,2024,264,309.61,101,163,24
U734,Dec,2025,160,185.63,74,86,16
U634,May,2024,191,227.57,63,128,18
U673,Dec,2024,385,475.73,224,161,20
U676,Nov,2025,252,307.99,97,155,21
U759,Jul,2023,324,401.24,186,138,30
U437,Apr,2024,226,273.82,89,137,21
U718,Mar,2025,292,339.61,156,136,23
U376,Jan,2025,214,248.56,80,134,24
U783,Dec,2024,361,416.88,180,181,27
U335,Aug,2023,117,141.18,46,71,30
U301,Mar,2024,109,128.0,49,60,31
U596,Feb,2023,191,233.68,95,96,27
U620,Nov,2023,238,290.03,113,125,26
U706,Apr,2023,432,510.54,204,228,24
U360,Mar,2023,439,512.61,140,299,15
U620,Jan,2024,151,175.2,56,95,22
U649,Mar,2025,294,359.78,138,156,16
U628,Dec,2025,305,364.49,93,212,30
U567,Feb,2025,386,456.39,144,242,26
U661,Aug,2025,192,237.25,70,122,23
U529,Jun,2025,408,493.42,152,256,17
U570,Sep,2025,244,293.24,112,132,18
U616,Aug,2024,185,226.5,87,98,16
U586,Oct,2023,252,310.35,144,108,22
U591,Mar,2025,101,123.08,41,60,24
U513,May,2024,441,526.55,254,187,30
U465,Jul,2025,359,426.47,177,182,25
U305,May,2025,263,322.74,150,113,28
U639,Aug,2023,105,126.19,57,48,22
U679,Dec,2023,248,302.67,125,123,29
U378,May,2023,304,376.67,123,181,31
U710,Jan,2025,217,269.42,80,137,20
U362,May,2025,188,221.42,68,120,28
U432,Apr,2025,253,295.7,148,105,17
U389,Jun,2023,266,312.85,156,110,21
U537,Mar,2024,260,318.54,134,126,29
U342,Nov,2025,369,438.01,208,161,30
U389,May,2025,155,180.94,89,66,30
U702,Feb,2025,327,379.27,148,179,22
U596,Nov,2024,436,515.67,213,223,21
U628,Jun,2025,248,288.58,105,143,20
U595,Dec,2024,145,169.02,61,84,16
U404,Jun,2025,243,296.07,75,168,27
U314,May,2024,337,388.21,144,193,26
U588,Jun,2025,371,431.01,186,185,29
U479,Nov,2023,219,270.34,93,126,23
U425,Jul,2023,439,541.94,246,193,16
U722,Dec,2023,319,377.35,127,192,31
U653,May,2023,107,123.99,36,71,19
U323,Jan,2025,443,540.68,240,203,25
U363,Aug,2023,374,443.57,187,187,21
U443,Apr,2024,165,190.5,61,104,16
U781,Sep,2023,178,207.51,82,96,30
U453,Oct,2023,185,215.29,77,108,26
U445,Dec,2023,223,269.59,129,94,29
U525,Jun,2025,301,373.18,145,156,15
U795,Jan,2023,249,306.1,86,163,27
U750,Mar,2024,145,174.67,65,80,20
U762,Mar,2023,212,252.75,118,94,27
U609,Oct,2023,190,230.25,95,95,17
U404,Dec,2023,240,286.65,132,108,15
U404,Dec,2024,388,455.75,145,243,29
U735,Apr,2023,317,386.08,179,138,27
U339,Jun,2024,176,217.77,92,84,19
U735,Jul,2024,433,514.1,224,209,27
U498,Oct,2023,251,309.77,101,150,19
U434,Apr,2024,422,503.49,238,184,24
U367,Jun,2025,338,402.27,166,172,22
U691,Nov,2023,214,246.71,118,96,29
U479,Jan,2023,418,509.76,170,248,18
U756,Aug,2024,193,237.53,66,127,16
U342,Jul,2024,147,178.8,58,89,20
U748,Nov,2023,290,337.89,126,164,17
U800,Nov,2025,111,128.8,51,60,21
U315,Sep,2024,255,307.86,115,140,24
U411,Mar,2024,271,322.53,125,146,20
U457,Feb,2025,395,471.2,218,177,30
U589,Jan,2025,276,344.11,96,180,16
U800,Mar,2023,440,537.85,173,267,31
U778,May,2025,156,185.82,88,68,27
U531,Nov,2023,442,509.14,206,236,15
U711,Feb,2025,439,506.35,208,231,20
U720,Dec,2024,302,367.98,133,169,19
U457,Mar,2023,284,350.39,131,153,27
U338,Apr,2023,220,268.57,79,141,26
U741,Jul,2023,325,386.94,150,175,21
U397,Mar,2025,301,347.09,180,121,29
U785,Sep,2024,429,534.85,201,228,17
U711,Aug,2023,315,393.32,98,217,30
U739,Apr,2023,142,171.1,76,66,15
U589,Jan,2023,122,141.16,51,71,30
U554,Jan,2023,254,305.84,87,167,26
U496,Jan,2024,285,353.18,159,126,22
U386,Jan,2025,348,423.86,125,223,26
U622,Aug,2024,336,410.59,193,143,29
U310,Mar,2023,392,454.13,169,223,16
U305,Jun,2024,233,270.43,121,112,31
U423,Mar,2023,420,488.35,194,226,21
U630,Nov,2025,121,150.09,45,76,27
U653,May,2025,187,224.88,93,94,15
U418,Jul,2025,252,309.75,148,104,20
U594,Feb,2023,224,260.18,118,106,27
U697,Jun,2024,178,221.21,85,93,25
U459,Jun,2025,445,548.29,265,180,24
U603,Nov,2023,150,175.87,56,94,30
U528,Mar,2023,315,389.79,100,215,31
U665,Jun,2024,275,323.49,85,190,31
U516,Oct,2025,352,412.03,180,172,18
U736,Oct,2023,345,405.87,189,156,19
U484,May,2024,326,404.56,159,167,28
U315,Dec,2025,205,254.52,117,88,24
U457,Feb,2024,292,345.41,148,144,28
U436,Sep,2024,415,506.53,170,245,15
U561,Aug,2023,401,488.25,142,259,25
U457,Mar,2023,135,166.14,77,58,30
U347,Aug,2023,303,357.43,100,203,22
U624,Sep,2024,366,439.57,169,197,24
U632,Mar,2023,367,446.55,144,223,24
U473,Mar,2024,269,310.06,102,167,19
U430,Feb,2024,138,163.9,68,70,24
U711,Aug,2023,238,290.26,87,151,20
U395,Oct,2025,391,459.53,224,167,17
U415,Jan,2025,151,188.11,63,88,22
U543,Aug,2025,386,445.06,194,192,23
U720,Jul,2024,388,483.37,201,187,19
U592,Jul,2024,240,281.2,121,119,16
U582,Mar,2024,245,282.95,139,106,16
U599,Jan,2023,413,487.03,152,261,21
U583,Apr,2024,283,347.7,92,191,31
U369,Sep,2023,251,307.54,79,172,24
U448,May,2023,300,351.27,169,131,26
U311,Jan,2025,227,265.52,134,93,16
U554,May,2025,386,468.7,150,236,24
U630,Aug,2025,410,490.28,208,202,15
U660,Aug,2023,352,432.69,106,246,18
U338,May,2023,365,420.63,130,235,27
U434,Dec,2023,287,347.57,145,142,26
U500,Sep,2024,329,402.39,105,224,25
U323,Jan,2023,370,462.26,163,207,24
U603,Apr,2025,358,436.0,178,180,29
U646,Mar,2025,398,466.93,210,188,19
U602,Feb,2023,297,344.76,129,168,31
U663,Aug,2023,422,512.35,206,216,19
U696,Jul,2025,155,186.36,71,84,16
U518,Sep,2023,418,518.28,131,287,23
U441,Feb,2025,302,369.24,157,145,20
U404,Apr,2024,370,444.36,130,240,28
U746,Jun,2025,208,247.59,64,144,28
U510,Nov,2024,215,255.94,93,122,22
U773,Mar,2023,191,223.97,106,85,31
U781,Aug,2023,237,272.96,81,156,17
U411,Mar,2024,402,485.41,122,280,24
U404,Dec,2023,156,182.71,51,105,31
U616,Feb,2024,149,174.45,60,89,25
U471,Mar,2023,170,197.63,80,90,22
U760,Nov,2025,181,211.58,64,117,15
U792,Jun,2023,204,235.25,110,94,27
U656,Feb,2025,187,227.66,98,89,18
U796,Aug,2025,101,120.2,51,50,21
U624,Jan,2024,183,220.73,81,102,28
U433,Jul,2023,142,172.34,58,84,19
U676,Feb,2024,253,315.55,104,149,25
U593,Oct,2023,426,492.81,192,234,31
U628,Dec,2025,193,230.02,62,131,19
U427,Jun,2025,397,466.31,200,197,17
U406,Dec,2023,232,277.86,94,138,19
U797,Feb,2023,164,203.7,60,104,29
U392,Feb,2024,389,475.51,149,240,30
U587,Oct,2023,356,432.97,126,230,22
U678,Aug,2023,312,372.57,177,135,27
U693,Dec,2023,247,300.63,86,161,30
U351,Feb,2024,160,184.52,90,70,17
U329,Jul,2023,248,299.74,116,132,15
U762,Mar,2025,187,225.41,104,83,23
U596,Aug,2024,423,501.11,187,236,23
U597,Jul,2024,377,441.15,218,159,31
U514,Aug,2025,181,222.77,65,116,16
U567,Jul,2025,228,263.43,106,122,23
U707,Nov,2025,385,445.43,130,255,27
U557,Jun,2023,379,452.55,164,215,19
U602,Jul,2025,369,433.67,173,196,23
U401,May,2023,391,478.8,188,203,27
U705,Jul,2024,302,366.45,123,179,15
U646,Jan,2024,123,150.95,39,84,29
U410,Jan,2025,410,484.81,203,207,18
U720,Sep,2023,307,375.78,137,170,18
U482,May,2025,379,468.53,129,250,24
U771,May,2025,304,360.1,176,128,20
U613,Mar,2023,251,297.18,147,104,26
U301,May,2025,125,155.0,69,56,30
U619,Mar,2024,293,338.41,162,131,17
U738,Sep,2025,435,515.48,143,292,28
U355,Sep,2023,337,391.55,201,136,15
U671,Jun,2023,420,484.22,176,244,24
U724,Jan,2024,174,202.06,60,114,29
U699,Jul,2023,262,312.6,142,120,21
U449,Jul,2023,398,485.04,146,252,18
U731,Oct,2024,128,150.9,58,70,28
U757,Oct,2025,264,326.03,89,175,30
U609,Apr,2024,436,520.48,192,244,28
U437,Aug,2025,285,355.34,133,152,17
U502,Jun,2024,153,190.55,66,87,31
U736,Apr,2025,394,483.57,126,268,28
U613,Apr,2024,141,175.3,62,79,17
U417,Feb,2025,384,468.75,169,215,17
U454,Feb,2024,237,293.78,89,148,26
U725,Dec,2025,286,335.66,164,122,19
U591,Apr,2024,303,358.92,128,175,24
U363,May,2023,141,172.77,78,63,23
U544,Aug,2025,449,535.41,149,300,15
U325,Jun,2024,387,477.45,153,234,27
U390,Apr,2025,125,154.72,44,81,17
U375,Nov,2025,155,182.9,65,90,25
U594,Jul,2024,352,433.79,117,235,30
U686,Aug,2025,221,257.56,95,126,20
U691,Feb,2024,205,242.6,83,122,17
U510,Dec,2023,229,275.21,84,145,20
U775,Jul,2025,436,511.27,214,222,22
U718,Feb,2023,257,310.44,150,107,27
U647,Feb,2025,330,398.6,119,211,26
U317,Aug,2025,407,476.47,209,198,24
U428,Feb,2025,190,233.62,99,91,17
U727,Nov,2024,121,146.79,54,67,18
U743,Sep,2023,389,459.71,221,168,15
U664,Dec,2025,209,245.2,123,86,27
U551,Jan,2024,148,183.21,60,88,18
U479,Sep,2025,228,281.25,112,116,25
U482,Jan,2024,172,201.75,85,87,25
U452,Oct,2025,439,506.41,184,255,26
U325,Oct,2023,152,187.03,60,92,25
U755,Feb,2023,267,323.48,154,113,20
U480,Jun,2025,144,167.05,77,67,26
U498,Jun,2024,204,246.58,68,136,23
U644,Jan,2025,249,297.61,83,166,24
U461,Jul,2024,245,300.73,141,104,17
U477,Aug,2025,303,354.79,98,205,17
U585,Feb,2024,398,475.74,201,197,30
U363,Aug,2023,266,310.06,97,169,17
U791,Sep,2025,300,373.73,93,207,24
U450,Jun,2023,233,286.09,74,159,25
U454,May,2023,310,379.34,127,183,22
U456,Dec,2025,147,179.2,47,100,20
U670,Sep,2025,225,268.28,107,118,25
U769,Dec,2024,338,419.91,167,171,26
U349,Nov,2024,106,122.67,43,63,30
U755,Sep,2023,371,456.45,193,178,27
U637,Jan,2024,136,159.33,60,76,17
U384,Nov,2024,310,366.54,133,177,29
U661,Mar,2025,264,317.31,111,153,28
U477,Sep,2024,224,275.13,96,128,28
U448,Nov,2023,436,537.96,257,179,19
U418,Feb,2024,291,351.64,146,145,28
U642,Dec,2023,317,377.33,125,192,22
U776,Apr,2025,313,389.58,162,151,29
U363,Apr,2023,161,189.12,64,97,29
U489,Feb,2024,427,525.34,144,283,20
U660,Mar,2025,260,314.91,115,145,22
U349,Mar,2024,165,195.97,86,79,20
U627,Jan,2025,385,442.8,159,226,29
U557,Jun,2025,338,403.8,189,149,17
U524,Aug,2024,119,140.14,49,70,24
U441,Dec,2024,287,333.04,116,171,29
U778,Mar,2025,181,209.51,108,73,30
U515,May,2025,301,356.61,133,168,31
U735,Jan,2024,231,279.85,125,106,25
U679,Oct,2023,136,167.79,73,63,30
U740,Jul,2024,231,269.89,133,98,19
U511,Oct,2025,176,209.87,57,119,19
U618,Jan,2024,188,223.57,71,117,28
U332,Dec,2023,352,422.87,186,166,22
U458,Nov,2024,443,545.31,207,236,19
U585,Sep,2025,293,353.17,137,156,21
U605,Aug,2024,275,339.53,96,179,30
U729,Jul,2025,132,158.64,50,82,28
U777,Oct,2025,157,190.03,71,86,19
U586,Jul,2024,300,358.12,114,186,23
U444,May,2025,127,156.5,46,81,18
U724,May,2025,134,166.48,43,91,18
U319,Nov,2023,224,271.92,77,147,30
U318,May,2023,420,517.47,222,198,31
U557,Jan,2023,141,162.98,72,69,29
U378,Aug,2023,184,228.27,57,127,18
U671,Dec,2025,287,335.47,103,184,20
U475,Nov,2024,210,246.89,98,112,30
U798,Jan,2025,370,427.47,146,224,18
U494,Apr,2025,424,528.53,231,193,20
U776,Sep,2025,204,251.98,109,95,19
U413,Sep,2024,419,520.11,237,182,30
U414,May,2023,140,172.86,65,75,30
U522,Apr,2025,314,376.16,127,187,24
U466,Mar,2025,170,211.21,81,89,23
U735,Mar,2023,155,193.28,50,105,18
U619,Dec,2025,335,402.09,101,234,28
U432,May,2024,380,443.67,115,265,18
U685,Oct,2025,204,248.04,86,118,26
U564,Jan,2025,261,325.61,96,165,24
U713,May,2023,290,358.79,100,190,18
U355,Jun,2025,108,133.51,52,56,27
U659,Jul,2025,159,197.7,95,64,27
U431,Dec,2024,404,500.72,142,262,28
U588,Sep,2023,324,397.75,150,174,15
U566,Mar,2023,406,496.06,136,270,30
U758,Feb,2024,287,337.65,166,121,29
U767,Mar,2025,169,204.85,65,104,19
U666,Dec,2023,392,471.24,220,172,20
U462,Sep,2023,386,477.17,148,238,20
U680,Dec,2025,268,321.38,145,123,17
U781,Jul,2025,161,187.21,58,103,30
U387,Sep,2023,448,515.42,173,275,26
U355,Feb,2025,113,137.61,40,73,18
U776,May,2023,263,316.91,99,164,15
U588,Apr,2025,344,406.99,189,155,18
U478,Feb,2025,434,506.43,213,221,15
U691,Sep,2024,107,128.04,45,62,22
U649,Sep,2025,253,293.49,149,104,19
U308,Jun,2024,135,159.79,59,76,16
U621,Nov,2025,147,174.62,86,61,26
U613,Jun,2023,184,220.17,66,118,31
U547,Aug,2023,127,151.98,72,55,21
U623,Jun,2025,295,346.83,89,206,25
U772,Jan,2025,307,379.15,142,165,18
U771,Apr,2023,303,359.22,129,174,19
U743,Jul,2025,406,476.22,185,221,20
U555,Feb,2024,203,237.02,94,109,25
U628,Sep,2024,329,388.96,137,192,15
U354,Aug,2024,200,231.35,119,81,24
U549,Aug,2024,128,147.62,75,53,25
U539,Jul,2024,226,273.58,133,93,31
U529,Apr,2025,437,529.61,259,178,22
U367,Feb,2025,109,131.12,58,51,27
U351,Mar,2024,205,251.38,122,83,30
U397,Dec,2025,266,306.94,151,115,16
U392,Jun,2025,356,442.72,151,205,19
U795,Dec,2024,394,456.85,210,184,17
U564,Dec,2025,376,457.74,215,161,31
U718,May,2025,164,190.79,84,80,30
U591,Dec,2025,370,458.06,157,213,20
U396,Aug,2024,287,344.71,91,196,21
U388,Jun,2025,416,481.82,225,191,28
U378,Jun,2023,237,287.17,138,99,20
U588,Jan,2023,442,508.7,180,262,22
U420,Apr,2024,204,250.43,70,134,29
U602,May,2023,133,161.6,52,81,29
U791,Dec,2024,209,244.79,99,110,29
U700,Nov,2023,132,156.75,52,80,30
U752,Mar,2023,330,379.76,159,171,15
U800,Sep,2023,416,507.26,245,171,25
U465,Jan,2024,365,431.53,182,183,19
U482,Jun,2024,281,339.21,114,167,19
U769,Jun,2025,439,546.85,254,185,20
U698,Oct,2024,164,193.51,77,87,16
U523,May,2023,432,539.58,146,286,20
U611,Dec,2023,100,121.33,44,56,28
U732,May,2024,232,272.42,115,117,25
U766,Oct,2024,179,213.67,98,81,18
U307,May,2024,370,452.9,214,156,23
U630,Jun,2025,340,406.18,134,206,17
U563,Aug,2023,127,146.92,44,83,30
U461,Feb,2025,322,375.73,103,219,25
U451,Jun,2025,122,149.95,63,59,18
U385,Jan,2023,208,252.69,112,96,15
U447,Apr,2023,206,248.64,87,119,30
U412,Oct,2024,244,284.69,102,142,30
U681,Mar,2024,238,293.64,139,99,25
U703,Sep,2025,383,477.25,220,163,22
U336,Mar,2024,397,458.17,146,251,15
U585,Jun,2024,198,229.25,105,93,23
U488,Jan,2023,416,515.2,202,214,26
U382,Dec,2023,222,273.41,76,146,22
U302,Jun,2024,419,507.74,170,249,31
U685,Apr,2023,386,480.38,136,250,24
U603,Aug,2024,180,218.64,69,111,21
U497,Nov,2023,109,127.7,52,57,20
U704,Sep,2023,107,130.85,44,63,29
U311,Apr,2023,304,369.23,127,177,16
U534,Oct,2023,414,516.91,191,223,28
U686,Dec,2024,296,346.73,96,200,24
U495,Oct,2025,297,359.31,154,143,30
U771,Jun,2023,129,158.41,54,75,21
U419,Jan,2024,119,140.88,52,67,22
U696,Apr,2024,147,174.63,87,60,24
U320,Jul,2023,229,283.68,92,137,29
U561,Dec,2025,392,466.64,193,199,22
U593,Jan,2023,231,280.08,96,135,27
U722,Aug,2024,153,189.56,86,67,26
U556,Dec,2025,380,444.97,210,170,22
U522,Oct,2024,364,454.34,135,229,29
U693,Dec,2023,314,383.14,159,155,26
U526,Nov,2025,389,466.65,124,265,25
U353,Jun,2024,142,169.42,83,59,28
U728,May,2024,173,215.46,70,103,27
U655,Oct,2024,449,525.59,246,203,18
U800,Nov,2023,377,445.3,149,228,31
U642,Sep,2025,425,501.83,208,217,23
U664,Feb,2023,341,402.01,202,139,21
U580,May,2023,229,274.08,128,101,15
U381,Jun,2023,449,560.76,156,293,21
U502,Jul,2025,293,362.99,136,157,21
U458,May,2023,131,154.95,52,79,21
U420,Sep,2023,205,244.42,88,117,22
U359,Jan,2023,303,368.74,121,182,30
U794,Jul,2023,100,115.17,40,60,17
U515,Oct,2024,344,423.81,159,185,27
U428,Jul,2023,171,211.69,61,110,24
U524,Apr,2024,405,500.47,186,219,21
U509,Sep,2023,114,135.38,43,71,19
U670,Dec,2025,152,181.82,58,94,21
U415,Nov,2024,107,123.18,55,52,31
U509,May,2024,429,510.48,132,297,18
U314,Apr,2024,145,173.43,60,85,30
U309,Jul,2024,424,526.06,179,245,24
U340,Apr,2025,213,263.99,94,119,17
U750,Mar,2023,246,306.67,123,123,17
U537,Sep,2024,265,328.21,108,157,31
U581,Nov,2025,238,273.9,86,152,24
U659,Aug,2024,216,262.26,122,94,31
U501,Jan,2023,398,460.42,236,162,31
U546,Jul,2024,375,441.47,114,261,18
U578,Sep,2025,376,454.14,174,202,20
U535,Aug,2023,437,533.17,175,262,26
U794,Aug,2025,412,500.77,157,255,31
U304,Jun,2023,277,319.91,110,167,31
U454,Nov,2023,429,497.79,210,219,24
U742,Apr,2023,253,294.2,90,163,21
U329,Aug,2024,300,347.74,172,128,30
U409,Mar,2025,214,249.91,94,120,27
U398,Sep,2025,258,314.46,102,156,17
U515,Feb,2025,141,173.86,74,67,16
U593,Feb,2023,346,412.04,105,241,30
U375,Dec,2024,167,203.62,71,96,20
U626,Dec,2023,425,497.25,172,253,20
U446,Jul,2025,433,540.09,173,260,27
U428,Dec,2024,295,349.57,118,177,21
U641,Oct,2024,189,233.34,58,131,19
U342,Apr,2024,210,261.35,72,138,21
U656,Oct,2025,244,301.7,83,161,16
U341,Aug,2024,374,432.61,223,151,31
U722,Sep,2024,278,337.78,85,193,27
U334,Jul,2023,340,395.08,119,221,30
U317,May,2023,425,488.99,251,174,16
U465,Aug,2024,418,482.86,204,214,19
U453,Apr,2024,430,533.89,187,243,21
U786,Feb,2023,252,312.69,81,171,25
U678,Nov,2023,203,238.03,101,102,25
U376,Dec,2023,174,209.62,59,115,31
U387,Jun,2025,227,282.73,113,114,30
U417,Sep,2025,298,357.5,176,122,27
U662,Jan,2023,253,300.91,116,137,19
U642,Nov,2024,155,185.74,56,99,30
U769,Oct,2023,377,463.34,183,194,30
U327,Dec,2025,444,531.79,201,243,30
U613,Jul,2024,118,144.94,54,64,28
U587,Oct,2025,258,307.84,114,144,20
U434,Sep,2024,125,146.9,62,63,16
U519,Oct,2025,268,316.95,126,142,28
U468,Sep,2024,122,141.25,72,50,30
U398,Oct,2024,146,175.16,79,67,27
U568,Nov,2024,112,130.46,42,70,29
U537,Mar,2024,316,389.04,163,153,26
U609,Nov,2025,421,501.86,153,268,23
U755,May,2025,293,359.36,156,137,28
U694,Aug,2024,243,302.64,83,160,18
U473,Aug,2024,172,212.41,76,96,22
U701,Apr,2025,255,317.51,136,119,22
U710,Dec,2024,176,212.4,67,109,30
U769,Nov,2024,268,312.63,147,121,24
U776,Nov,2024,386,480.01,190,196,31
U490,Jan,2023,184,227.58,77,107,15
U422,Jan,2024,281,347.44,119,162,24
U346,Apr,2023,414,504.8,239,175,18
U364,Jun,2024,396,480.15,144,252,15
U430,Aug,2025,211,242.96,107,104,18
U610,Jun,2023,329,402.96,168,161,18
U663,Dec,2023,195,226.03,112,83,18
U493,Sep,2024,267,313.99,137,130,31
U607,Sep,2024,255,307.31,121,134,23
U481,Feb,2023,204,243.82,116,88,27
U592,Oct,2025,292,336.26,160,132,18
U671,Jan,2025,429,528.7,220,209,19
U582,Feb,2024,231,285.95,71,160,27
U329,May,2025,237,288.71,97,140,30
U449,Apr,2025,430,517.77,210,220,19
U567,Apr,2024,369,459.8,168,201,22
U596,Sep,2025,137,159.19,54,83,30
U311,Nov,2024,144,176.23,49,95,15
U464,Aug,2023,262,304.66,122,140,20
U413,Jun,2024,430,510.92,165,265,25
U487,Jan,2023,352,425.41,130,222,30
U595,Feb,2023,268,327.95,112,156,19
U532,Jun,2025,384,441.74,205,179,30
U527,Nov,2025,373,438.67,166,207,21
U610,Feb,2025,119,143.25,43,76,15
U398,Oct,2024,338,406.71,113,225,23
U355,May,2025,369,447.88,165,204,27
U411,May,2023,409,482.78,220,189,29
U452,Jun,2025,130,156.53,64,66,17
U546,Jun,2025,413,482.79,152,261,24
U706,Jun,2024,203,237.24,87,116,23
U369,Feb,2024,269,324.86,149,120,27
U612,Oct,2023,285,347.29,100,185,30
U589,Mar,2024,227,263.78,104,123,17
U550,Jun,2025,309,359.14,125,184,29
U336,Aug,2024,380,458.48,128,252,31
U539,Dec,2023,352,414.31,110,242,28
U448,Nov,2025,118,140.33,55,63,21
U767,Dec,2023,299,355.83,91,208,30
U527,Jan,2024,319,372.55,105,214,22
U544,Jan,2024,235,270.28,95,140,18
U791,Nov,2023,322,397.77,100,222,29
U637,Feb,2025,102,124.59,42,60,19
U746,Nov,2024,335,408.38,113,222,27
U665,Dec,2024,441,531.25,178,263,20
U791,Dec,2025,327,398.97,175,152,19
U782,Jun,2024,241,299.7,117,124,31
U501,Sep,2023,108,131.39,46,62,21
U454,Apr,2024,289,340.01,94,195,20
U750,Mar,2024,449,541.97,218,231,16
U373,Dec,2025,264,315.28,92,172,25
U501,Aug,2023,238,286.94,76,162,21
U596,Nov,2025,375,450.66,187,188,22
U317,Oct,2024,390,481.99,223,167,19
U429,Sep,2024,152,184.71,66,86,30
U517,Dec,2025,274,320.27,85,189,28
U361,Nov,2025,209,241.67,117,92,26
U727,May,2025,302,360.12,96,206,31
U404,Sep,2023,235,270.62,131,104,19
U342,Feb,2024,103,121.73,43,60,28
U325,Mar,2025,254,301.45,104,150,20
U339,Jul,2024,271,321.83,125,146,29
