user_id,num_people,cooking_hours_daily,gas_stove_count,water_heating,cooking_type,vacation_days
U1699,4,4,2,Gas,Light,1
U1700,5,5,1,Gas,Light,12
U1701,5,5,2,Gas,Light,0
U1702,7,7,2,Gas,Moderate,19
U1703,2,2,2,Gas,Heavy,6
U1704,1,1,1,Gas,Moderate,27
U1705,4,4,1,Gas,Moderate,24
U1706,7,7,3,Gas,Moderate,8
U1707,2,2,1,Gas,Light,27
U1708,1,1,1,Electric,Moderate,25
U1709,6,6,1,Gas,Heavy,16
U1710,3,3,2,Gas,Light,20
U1711,5,5,1,Gas,Light,22
U1712,6,6,1,Solar,Moderate,12
U1713,1,1,2,Gas,Moderate,22
U1714,6,6,1,Gas,Moderate,9
U1715,3,3,2,Gas,Moderate,15
U1716,7,7,1,Electric,Moderate,5
U1717,1,1,1,Gas,Light,15
U1718,6,6,1,Gas,Moderate,10
U1719,5,5,1,Gas,Moderate,25
U1720,5,5,2,Gas,Heavy,19
U1721,2,2,1,Electric,Heavy,2
U1722,6,6,1,Electric,Heavy,27
U1723,4,4,1,Gas,Moderate,28
U1724,6,6,1,Electric,Moderate,8
U1725,7,7,1,Gas,Moderate,14
U1726,1,1,1,Gas,Heavy,27
U1727,1,1,1,Electric,Light,12
U1728,7,7,2,Gas,Moderate,9
U1729,6,6,1,Electric,Moderate,19
U1730,7,7,1,Gas,Moderate,23
U1731,3,3,1,Gas,Light,12
U1732,7,7,2,Gas,Moderate,16
U1733,5,5,1,Gas,Moderate,6
U1734,7,7,1,Electric,Moderate,27
U1735,1,1,1,Gas,Moderate,5
U1736,5,5,3,Electric,Moderate,12
U1737,1,1,1,Gas,Heavy,27
U1738,2,2,2,Gas,Moderate,16
U1739,4,4,1,Solar,Moderate,14
U1740,1,1,1,Electric,Light,3
U1741,5,5,2,Gas,Light,27
U1742,2,2,1,Electric,Moderate,14
U1743,1,1,2,Gas,Moderate,13
U1744,3,3,2,Gas,Moderate,20
U1745,7,7,2,Gas,Light,10
U1746,4,4,1,Solar,Heavy,23
U1747,1,1,2,Gas,Moderate,3
U1748,2,2,1,Electric,Light,2
U1749,3,3,2,Gas,Moderate,1
U1750,6,6,1,Electric,Heavy,19
U1751,2,2,2,Gas,Moderate,26
U1752,7,7,1,Electric,Moderate,9
U1753,2,2,1,Gas,Moderate,29
U1754,3,3,1,Electric,Light,12
U1755,2,2,2,Solar,Moderate,19
U1756,3,3,1,Electric,Light,28
U1757,1,1,1,Gas,Moderate,25
U1758,3,3,2,Solar,Light,20
U1759,3,3,1,Gas,Heavy,28
U1760,4,4,1,Electric,Moderate,22
U1761,3,3,1,Electric,Light,24
U1762,3,3,1,Gas,Moderate,17
U1763,6,6,1,Gas,Light,20
U1764,1,1,1,Gas,Moderate,15
U1765,7,7,1,Gas,Moderate,10
U1766,4,4,1,Gas,Light,9
U1767,6,6,2,Gas,Light,8
U1768,5,5,1,Gas,Moderate,11
U1769,1,1,1,Gas,Light,29
U1770,1,1,2,Gas,Moderate,28
U1771,5,5,1,Gas,Moderate,18
U1772,7,7,1,Electric,Moderate,0
U1773,3,3,2,Gas,Moderate,17
U1774,6,6,2,Electric,Moderate,13
U1775,2,2,2,Gas,Heavy,21
U1776,4,4,2,Gas,Light,20
U1777,2,2,2,Electric,Light,0
U1778,5,5,1,Gas,Light,16
U1779,1,1,2,Gas,Light,10
U1780,7,7,1,Gas,Light,19
U1781,1,1,2,Gas,Moderate,27
U1782,4,4,1,Gas,Moderate,14
U1783,1,1,1,Gas,Heavy,3
U1784,1,1,1,Gas,Light,14
U1785,4,4,2,Gas,Moderate,21
U1786,6,6,1,Gas,Heavy,21
U1787,6,6,2,Gas,Heavy,25
U1788,4,4,2,Gas,Moderate,13
U1789,7,7,1,Gas,Moderate,21
U1790,5,5,2,Solar,Heavy,0
U1791,1,1,2,Gas,Moderate,25
U1792,7,7,1,Gas,Light,8
U1793,1,1,1,Gas,Heavy,26
U1794,5,5,1,Solar,Moderate,6
U1795,6,6,1,Gas,Light,22
U1796,7,7,1,Solar,Moderate,10
U1797,3,3,2,Gas,Moderate,22
U1798,3,3,1,Gas,Heavy,1
U1799,3,3,2,Electric,Light,1
U1800,6,6,1,Gas,Heavy,5
U1801,6,6,1,Gas,Moderate,22
U1802,5,5,2,Electric,Moderate,18
U1803,1,1,2,Solar,Light,28
U1804,5,5,1,Gas,Moderate,19
U1805,5,5,1,Gas,Heavy,13
U1806,6,6,1,Electric,Moderate,27
U1807,3,3,1,Electric,Light,2
U1808,2,2,1,Electric,Moderate,6
U1809,1,1,1,Electric,Moderate,6
U1810,6,6,1,Gas,Light,3
U1811,3,3,2,Solar,Moderate,28
U1812,7,7,1,Gas,Moderate,22
U1813,2,2,1,Gas,Moderate,4
U1814,2,2,1,Gas,Moderate,16
U1815,6,6,2,Gas,Light,25
U1816,4,4,2,Gas,Moderate,3
U1817,1,1,1,Electric,Moderate,22
U1818,2,2,2,Gas,Moderate,12
U1819,6,6,1,Gas,Moderate,15
U1820,6,6,1,Electric,Light,15
U1821,3,3,1,Gas,Heavy,1
U1822,7,7,1,Gas,Moderate,17
U1823,4,4,2,Gas,Moderate,0
U1824,1,1,2,Solar,Moderate,17
U1825,5,5,1,Gas,Moderate,25
U1826,7,7,1,Gas,Light,29
U1827,7,7,1,Gas,Light,7
U1828,3,3,1,Gas,Light,10
U1829,2,2,1,Gas,Moderate,23
U1830,2,2,1,Gas,Light,23
U1831,3,3,1,Gas,Light,14
U1832,6,6,1,Solar,Moderate,15
U1833,2,2,1,Gas,Light,16
U1834,4,4,1,Gas,Moderate,16
U1835,1,1,2,Gas,Moderate,11
U1836,7,7,1,Gas,Light,9
U1837,7,7,3,Electric,Moderate,19
U1838,4,4,1,Gas,Light,5
U1839,2,2,2,Gas,Heavy,7
U1840,7,7,2,Electric,Moderate,12
U1841,5,5,1,Gas,Light,1
U1842,1,1,1,Gas,Light,28
U1843,1,1,2,Gas,Moderate,18
U1844,7,7,1,Gas,Light,21
U1845,3,3,1,Gas,Light,9
U1846,7,7,1,Gas,Moderate,3
U1847,3,3,1,Gas,Heavy,11
U1848,7,7,1,Electric,Moderate,17
U1849,5,5,2,Gas,Moderate,6
U1850,6,6,1,Gas,Heavy,19
U1851,1,1,1,Gas,Light,23
U1852,7,7,2,Gas,Heavy,23
U1853,5,5,1,Gas,Moderate,22
U1854,3,3,3,Solar,Moderate,25
U1855,3,3,1,Electric,Heavy,24
U1856,1,1,1,Solar,Light,3
U1857,4,4,2,Electric,Light,6
U1858,7,7,1,Gas,Moderate,9
U1859,2,2,2,Gas,Moderate,25
U1860,3,3,3,Gas,Moderate,14
U1861,6,6,2,Gas,Light,11
U1862,6,6,1,Solar,Moderate,0
U1863,3,3,2,Gas,Moderate,19
U1864,4,4,1,Electric,Moderate,17
U1865,4,4,1,Gas,Heavy,24
U1866,5,5,2,Electric,Moderate,15
U1867,6,6,1,Solar,Light,4
U1868,5,5,2,Electric,Moderate,18
U1869,6,6,2,Electric,Moderate,3
U1870,7,7,2,Gas,Light,5
U1871,7,7,1,Electric,Light,25
U1872,2,2,2,Solar,Heavy,16
U1873,7,7,1,Electric,Heavy,6
U1874,2,2,2,Gas,Moderate,23
U1875,7,7,1,Gas,Light,22
U1876,1,1,1,Electric,Heavy,6
U1877,7,7,1,Gas,Heavy,8
U1878,5,5,1,Electric,Moderate,12
U1879,3,3,1,Gas,Heavy,19
U1880,5,5,2,Gas,Heavy,13
U1881,3,3,1,Gas,Heavy,15
U1882,4,4,1,Gas,Heavy,22
U1883,5,5,1,Gas,Moderate,8
U1884,4,4,1,Gas,Moderate,14
U1885,2,2,1,Gas,Moderate,4
U1886,2,2,1,Gas,Moderate,17
U1887,1,1,1,Gas,Moderate,20
U1888,7,7,1,Electric,Heavy,19
U1889,5,5,1,Solar,Moderate,7
U1890,4,4,1,Electric,Moderate,14
U1891,3,3,1,Solar,Moderate,20
U1892,2,2,2,Electric,Moderate,24
U1893,7,7,2,Gas,Moderate,8
U1894,2,2,1,Electric,Light,18
U1895,3,3,3,Electric,Moderate,28
U1896,7,7,1,Gas,Light,25
U1897,7,7,1,Gas,Light,21
U1898,4,4,3,Electric,Moderate,5
U1899,4,4,1,Gas,Light,3
U1900,5,5,2,Gas,Moderate,10
U1901,5,5,1,Gas,Light,28
U1902,6,6,1,Gas,Light,9
U1903,6,6,1,Gas,Moderate,2
U1904,1,1,2,Gas,Moderate,0
U1905,2,2,1,Gas,Heavy,11
U1906,5,5,2,Gas,Moderate,22
U1907,4,4,1,Electric,Light,14
U1908,3,3,1,Electric,Moderate,14
U1909,4,4,1,Gas,Moderate,20
U1910,2,2,1,Electric,Moderate,13
U1911,6,6,2,Gas,Heavy,25
U1912,4,4,1,Gas,Moderate,6
U1913,1,1,2,Gas,Moderate,16
U1914,2,2,2,Gas,Moderate,23
U1915,6,6,1,Gas,Heavy,18
U1916,3,3,1,Gas,Moderate,6
U1917,6,6,1,Electric,Light,27
U1918,7,7,1,Electric,Moderate,2
U1919,1,1,1,Gas,Moderate,29
U1920,2,2,1,Gas,Heavy,2
U1921,3,3,1,Gas,Moderate,25
U1922,1,1,1,Gas,Light,24
U1923,6,6,1,Electric,Heavy,28
U1924,1,1,1,Gas,Heavy,17
U1925,2,2,1,Electric,Light,29
U1926,5,5,2,Electric,Heavy,19
U1927,1,1,1,Gas,Moderate,21
U1928,7,7,1,Solar,Moderate,13
U1929,1,1,2,Gas,Heavy,2
U1930,6,6,1,Gas,Moderate,27
U1931,6,6,1,Gas,Light,25
U1932,3,3,1,Gas,Moderate,29
U1933,6,6,1,Gas,Moderate,25
U1934,4,4,1,Gas,Light,6
U1935,2,2,1,Electric,Moderate,6
U1936,2,2,1,Solar,Moderate,4
U1937,5,5,1,Electric,Moderate,2
U1938,5,5,2,Gas,Moderate,17
U1939,2,2,2,Electric,Heavy,14
U1940,7,7,1,Gas,Moderate,19
U1941,5,5,2,Electric,Moderate,13
U1942,3,3,1,Electric,Light,28
U1943,6,6,1,Electric,Moderate,3
U1944,2,2,2,Gas,Heavy,26
U1945,5,5,1,Electric,Moderate,23
U1946,2,2,1,Gas,Moderate,7
U1947,4,4,1,Solar,Moderate,28
U1948,1,1,1,Gas,Moderate,20
U1949,6,6,2,Gas,Light,12
U1950,2,2,2,Gas,Heavy,21
U1951,1,1,2,Electric,Light,7
U1952,5,5,2,Gas,Moderate,14
U1953,1,1,1,Gas,Moderate,16
U1954,6,6,1,Solar,Moderate,4
U1955,2,2,1,Solar,Light,19
U1956,4,4,1,Gas,Moderate,3
U1957,7,7,1,Gas,Light,10
U1958,5,5,3,Electric,Light,17
U1959,2,2,1,Solar,Moderate,9
U1960,6,6,1,Gas,Moderate,16
U1961,5,5,1,Gas,Light,29
U1962,3,3,1,Gas,Light,14
U1963,1,1,2,Electric,Heavy,5
U1964,7,7,1,Gas,Heavy,22
U1965,6,6,1,Gas,Light,20
U1966,3,3,2,Gas,Moderate,15
U1967,2,2,1,Solar,Moderate,14
U1968,4,4,1,Gas,Moderate,7
U1969,5,5,1,Gas,Heavy,8
U1970,1,1,2,Gas,Light,10
U1971,5,5,1,Electric,Moderate,26
U1972,7,7,2,Gas,Moderate,1
U1973,2,2,2,Electric,Moderate,26
U1974,5,5,1,Gas,Moderate,12
U1975,1,1,3,Solar,Heavy,3
U1976,2,2,2,Gas,Light,26
U1977,5,5,2,Gas,Light,8
U1978,4,4,2,Gas,Light,4
U1979,6,6,1,Electric,Heavy,18
U1980,2,2,1,Gas,Moderate,21
U1981,6,6,1,Electric,Moderate,2
U1982,2,2,1,Electric,Light,29
U1983,4,4,1,Gas,Heavy,20
U1984,6,6,2,Solar,Heavy,2
U1985,3,3,2,Gas,Moderate,5
U1986,1,1,1,Electric,Moderate,27
U1987,3,3,2,Gas,Light,9
U1988,5,5,2,Gas,Moderate,4
U1989,4,4,1,Electric,Moderate,29
U1990,3,3,1,Gas,Light,24
U1991,2,2,1,Gas,Moderate,2
U1992,5,5,2,Gas,Light,21
U1993,5,5,1,Gas,Moderate,23
U1994,3,3,1,Electric,Moderate,6
U1995,3,3,1,Gas,Light,21
U1996,4,4,2,Solar,Moderate,29
U1997,1,1,2,Gas,Moderate,17
U1998,3,3,2,Gas,Light,22
U1999,7,7,3,Electric,Heavy,7
U2000,3,3,2,Gas,Light,0
U2001,6,6,2,Solar,Moderate,24
U2002,2,2,2,Electric,Light,3
U2003,7,7,2,Gas,Light,23
U2004,7,7,1,Gas,Light,25
U2005,6,6,1,Gas,Light,6
U2006,6,6,1,Gas,Moderate,13
U2007,5,5,1,Electric,Light,12
U2008,1,1,1,Gas,Moderate,9
U2009,2,2,1,Gas,Light,22
U2010,4,4,3,Gas,Light,17
U2011,7,7,2,Gas,Moderate,0
U2012,4,4,2,Gas,Heavy,3
U2013,3,3,1,Electric,Moderate,27
U2014,3,3,1,Electric,Moderate,15
U2015,4,4,1,Electric,Light,15
U2016,3,3,1,Electric,Heavy,17
U2017,1,1,1,Gas,Light,7
U2018,6,6,1,Electric,Light,9
U2019,3,3,2,Gas,Moderate,15
U2020,5,5,2,Gas,Moderate,22
U2021,3,3,1,Gas,Heavy,23
U2022,2,2,1,Gas,Light,10
U2023,1,1,1,Electric,Heavy,5
U2024,2,2,1,Gas,Moderate,0
U2025,2,2,2,Electric,Moderate,29
U2026,5,5,1,Gas,Light,28
U2027,1,1,1,Gas,Light,28
U2028,1,1,1,Electric,Heavy,11
U2029,1,1,1,Gas,Moderate,24
U2030,1,1,1,Gas,Moderate,5
U2031,1,1,2,Gas,Heavy,27
U2032,5,5,1,Gas,Light,12
U2033,3,3,1,Electric,Moderate,25
U2034,2,2,1,Gas,Moderate,16
U2035,1,1,1,Solar,Light,0
U2036,7,7,2,Electric,Light,7
U2037,3,3,1,Electric,Moderate,21
U2038,3,3,1,Electric,Moderate,7
U2039,2,2,1,Gas,Moderate,23
U2040,5,5,1,Electric,Light,10
U2041,4,4,1,Gas,Heavy,13
U2042,4,4,1,Gas,Light,23
U2043,3,3,1,Solar,Moderate,9
U2044,6,6,2,Gas,Moderate,14
U2045,6,6,1,Gas,Light,6
U2046,2,2,2,Gas,Light,6
U2047,4,4,1,Gas,Moderate,9
U2048,3,3,2,Gas,Heavy,3
U2049,5,5,2,Gas,Light,24
U2050,4,4,1,Gas,Moderate,27
U2051,3,3,2,Gas,Moderate,17
U2052,3,3,1,Gas,Light,26
U2053,1,1,2,Gas,Moderate,24
U2054,5,5,1,Electric,Heavy,9
U2055,1,1,1,Gas,Moderate,18
U2056,2,2,1,Electric,Heavy,13
U2057,1,1,3,Solar,Light,12
U2058,7,7,1,Electric,Moderate,14
U2059,1,1,1,Electric,Moderate,15
U2060,7,7,2,Solar,Moderate,1
U2061,4,4,2,Gas,Moderate,28
U2062,6,6,1,Electric,Light,3
U2063,3,3,1,Electric,Moderate,20
U2064,7,7,1,Gas,Moderate,17
U2065,5,5,1,Gas,Light,28
U2066,1,1,1,Solar,Heavy,16
U2067,7,7,2,Electric,Moderate,9
U2068,5,5,1,Gas,Moderate,26
U2069,6,6,1,Gas,Light,20
U2070,6,6,1,Electric,Light,8
U2071,1,1,1,Gas,Moderate,14
U2072,2,2,1,Gas,Moderate,27
U2073,1,1,1,Electric,Moderate,11
U2074,4,4,1,Gas,Moderate,20
U2075,7,7,2,Gas,Light,27
U2076,3,3,1,Electric,Moderate,26
U2077,2,2,3,Electric,Moderate,25
U2078,1,1,2,Gas,Moderate,8
U2079,5,5,1,Gas,Light,13
U2080,2,2,2,Gas,Light,12
U2081,7,7,1,Solar,Moderate,27
U2082,2,2,1,Gas,Light,25
U2083,7,7,2,Gas,Light,5
U2084,1,1,1,Gas,Light,18
U2085,7,7,1,Electric,Moderate,3
U2086,2,2,2,Gas,Moderate,19
U2087,5,5,1,Gas,Moderate,16
U2088,6,6,1,Gas,Light,18
U2089,2,2,2,Electric,Moderate,2
U2090,7,7,1,Gas,Light,28
U2091,6,6,1,Gas,Heavy,13
U2092,7,7,1,Gas,Moderate,16
U2093,5,5,1,Electric,Moderate,12
U2094,7,7,1,Gas,Light,8
U2095,1,1,3,Gas,Light,26
U2096,3,3,1,Gas,Moderate,0
U2097,2,2,1,Solar,Moderate,24
U2098,3,3,2,Gas,Light,16
U2099,7,7,2,Solar,Heavy,15
U2100,5,5,1,Electric,Heavy,17
U2101,2,2,1,Gas,Moderate,1
U2102,7,7,1,Electric,Heavy,13
U2103,6,6,1,Gas,Light,21
U2104,4,4,1,Gas,Light,22
U2105,7,7,1,Gas,Light,26
U2106,3,3,2,Gas,Moderate,16
U2107,2,2,2,Solar,Light,2
U2108,3,3,1,Gas,Heavy,1
U2109,2,2,1,Electric,Light,7
U2110,7,7,1,Gas,Moderate,24
U2111,1,1,1,Gas,Heavy,28
U2112,6,6,1,Electric,Light,1
U2113,7,7,2,Gas,Light,1
U2114,3,3,1,Electric,Moderate,25
U2115,4,4,1,Gas,Light,8
U2116,4,4,2,Gas,Light,29
U2117,5,5,1,Electric,Light,19
U2118,2,2,1,Gas,Moderate,20
U2119,3,3,1,Gas,Heavy,28
U2120,5,5,1,Solar,Heavy,26
U2121,3,3,2,Electric,Light,24
U2122,2,2,1,Solar,Moderate,5
U2123,7,7,1,Electric,Moderate,25
U2124,7,7,1,Electric,Heavy,11
U2125,4,4,3,Gas,Light,24
U2126,7,7,1,Gas,Moderate,8
U2127,7,7,1,Electric,Moderate,6
U2128,1,1,1,Gas,Heavy,29
U2129,4,4,1,Gas,Light,11
U2130,5,5,1,Gas,Light,25
U2131,6,6,1,Gas,Light,24
U2132,1,1,1,Solar,Light,4
U2133,5,5,1,Electric,Moderate,15
U2134,2,2,2,Gas,Moderate,4
U2135,1,1,1,Gas,Moderate,11
U2136,5,5,1,Electric,Light,23
U2137,2,2,1,Gas,Light,25
U2138,4,4,3,Solar,Light,19
U2139,6,6,1,Gas,Light,8
U2140,2,2,2,Gas,Moderate,22
U2141,7,7,2,Gas,Light,6
U2142,3,3,1,Solar,Light,28
U2143,2,2,3,Electric,Moderate,18
U2144,2,2,1,Electric,Moderate,19
U2145,6,6,1,Gas,Moderate,22
U2146,3,3,2,Electric,Heavy,10
U2147,7,7,2,Electric,Light,26
U2148,5,5,1,Gas,Moderate,29
U2149,5,5,1,Gas,Moderate,20
U2150,2,2,1,Gas,Moderate,11
U2151,3,3,2,Gas,Heavy,2
U2152,3,3,1,Gas,Light,16
U2153,7,7,1,Gas,Moderate,6
U2154,6,6,1,Gas,Light,21
U2155,4,4,1,Gas,Moderate,9
U2156,5,5,2,Gas,Moderate,22
U2157,6,6,1,Electric,Heavy,14
U2158,1,1,3,Gas,Heavy,29
U2159,5,5,1,Gas,Moderate,1
U2160,6,6,2,Gas,Light,12
U2161,5,5,1,Electric,Moderate,27
U2162,4,4,1,Gas,Moderate,3
U2163,1,1,1,Electric,Light,17
U2164,4,4,1,Gas,Moderate,23
U2165,7,7,1,Electric,Heavy,22
U2166,1,1,3,Gas,Moderate,0
U2167,2,2,1,Electric,Moderate,1
U2168,6,6,1,Gas,Heavy,1
U2169,1,1,1,Gas,Light,3
U2170,7,7,1,Gas,Light,2
U2171,7,7,1,Gas,Moderate,16
U2172,4,4,2,Solar,Moderate,27
U2173,5,5,2,Electric,Moderate,13
U2174,1,1,1,Gas,Light,1
U2175,6,6,1,Gas,Light,15
U2176,1,1,1,Solar,Light,10
U2177,3,3,1,Gas,Heavy,24
U2178,5,5,1,Electric,Moderate,12
U2179,6,6,1,Solar,Moderate,0
U2180,6,6,1,Electric,Light,24
U2181,2,2,1,Gas,Light,22
U2182,4,4,2,Gas,Moderate,1
U2183,2,2,1,Gas,Light,1
U2184,6,6,1,Electric,Moderate,20
U2185,5,5,1,Gas,Moderate,28
U2186,1,1,1,Gas,Moderate,4
U2187,1,1,2,Gas,Moderate,3
U2188,5,5,2,Gas,Moderate,11
U2189,6,6,2,Electric,Light,25
U2190,7,7,1,Gas,Moderate,25
U2191,1,1,2,Gas,Moderate,28
U2192,7,7,1,Gas,Light,27
U2193,1,1,2,Solar,Heavy,2
U2194,1,1,1,Gas,Light,19
U2195,4,4,3,Electric,Light,9
U2196,4,4,2,Solar,Light,19
U2197,3,3,2,Gas,Heavy,17
U2198,2,2,1,Gas,Moderate,20
U2199,5,5,1,Solar,Moderate,20
U2200,5,5,2,Gas,Light,20
U2201,5,5,1,Gas,Moderate,26
U2202,3,3,2,Gas,Moderate,26
U2203,4,4,1,Gas,Heavy,9
U2204,6,6,1,Electric,Light,0
U2205,7,7,2,Electric,Light,5
U2206,7,7,1,Electric,Light,10
U2207,6,6,1,Gas,Heavy,1
U2208,3,3,1,Gas,Moderate,6
U2209,6,6,1,Gas,Moderate,19
U2210,5,5,2,Gas,Moderate,20
U2211,2,2,1,Electric,Heavy,20
U2212,1,1,2,Gas,Heavy,20
U2213,7,7,2,Electric,Moderate,17
U2214,4,4,1,Gas,Light,20
U2215,4,4,2,Gas,Light,18
U2216,3,3,1,Gas,Heavy,3
U2217,4,4,1,Gas,Moderate,12
U2218,5,5,3,Gas,Light,17
U2219,7,7,1,Electric,Moderate,19
U2220,6,6,1,Electric,Heavy,28
U2221,5,5,1,Electric,Moderate,24
U2222,3,3,1,Solar,Moderate,23
U2223,5,5,1,Gas,Heavy,12
U2224,6,6,2,Gas,Moderate,29
U2225,2,2,1,Gas,Light,26
U2226,3,3,1,Electric,Heavy,27
U2227,2,2,1,Gas,Heavy,18
U2228,1,1,1,Electric,Heavy,16
U2229,2,2,1,Gas,Moderate,0
U2230,1,1,1,Solar,Light,5
U2231,1,1,1,Solar,Heavy,18
U2232,2,2,1,Gas,Light,19
U2233,3,3,1,Gas,Heavy,0
U2234,6,6,1,Gas,Heavy,7
U2235,5,5,2,Gas,Moderate,16
U2236,5,5,2,Gas,Heavy,20
U2237,6,6,1,Electric,Moderate,21
U2238,7,7,2,Gas,Light,14
U2239,7,7,2,Gas,Moderate,17
U2240,1,1,1,Electric,Light,6
U2241,1,1,1,Gas,Moderate,15
U2242,3,3,2,Gas,Light,6
U2243,4,4,2,Gas,Moderate,16
U2244,2,2,1,Electric,Heavy,3
U2245,1,1,2,Gas,Heavy,11
U2246,5,5,1,Electric,Moderate,12
U2247,3,3,2,Gas,Moderate,3
U2248,2,2,2,Gas,Moderate,20
U2249,3,3,1,Gas,Heavy,0
U2250,2,2,2,Gas,Moderate,0
U2251,2,2,1,Gas,Moderate,6
U2252,6,6,1,Gas,Heavy,8
U2253,1,1,2,Gas,Moderate,0
U2254,3,3,1,Gas,Heavy,15
U2255,3,3,1,Gas,Heavy,17
U2256,6,6,1,Electric,Heavy,21
U2257,5,5,1,Gas,Light,14
U2258,5,5,1,Gas,Moderate,5
U2259,7,7,2,Electric,Heavy,1
U2260,1,1,1,Gas,Moderate,8
U2261,1,1,1,Electric,Moderate,3
U2262,4,4,1,Gas,Light,12
U2263,6,6,2,Gas,Light,22
U2264,5,5,2,Solar,Moderate,21
U2265,2,2,3,Gas,Moderate,10
U2266,3,3,2,Electric,Moderate,12
U2267,1,1,2,Gas,Moderate,10
U2268,3,3,1,Gas,Moderate,18
U2269,3,3,1,Electric,Moderate,7
U2270,4,4,1,Gas,Moderate,6
U2271,5,5,2,Electric,Moderate,24
U2272,1,1,2,Gas,Moderate,15
U2273,3,3,1,Gas,Light,2
U2274,1,1,2,Gas,Moderate,16
U2275,2,2,1,Electric,Moderate,17
U2276,4,4,1,Gas,Moderate,27
U2277,2,2,1,Gas,Moderate,26
U2278,1,1,1,Electric,Moderate,14
U2279,7,7,1,Electric,Light,27
U2280,1,1,1,Gas,Heavy,16
U2281,5,5,1,Gas,Light,10
U2282,3,3,1,Gas,Heavy,4
U2283,3,3,2,Gas,Moderate,15
U2284,2,2,2,Gas,Moderate,14
U2285,4,4,2,Electric,Light,9
U2286,7,7,1,Gas,Light,13
U2287,6,6,1,Electric,Light,1
U2288,3,3,2,Electric,Light,15
U2289,5,5,1,Gas,Moderate,18
U2290,2,2,1,Gas,Moderate,7
U2291,2,2,1,Gas,Moderate,14
U2292,6,6,1,Gas,Light,9
U2293,5,5,1,Electric,Heavy,29
U2294,4,4,1,Gas,Moderate,4
U2295,5,5,1,Gas,Light,19
U2296,4,4,1,Gas,Moderate,15
U2297,5,5,1,Gas,Light,20
U2298,5,5,1,Gas,Light,25
U2299,1,1,1,Gas,Moderate,21
U2300,2,2,1,Gas,Moderate,11
U2301,5,5,1,Gas,Heavy,22
U2302,6,6,1,Electric,Moderate,29
U2303,5,5,1,Electric,Heavy,12
U2304,3,3,1,Gas,Heavy,8
U2305,2,2,1,Gas,Heavy,16
U2306,3,3,2,Gas,Moderate,19
U2307,2,2,1,Gas,Light,27
U2308,3,3,1,Gas,Light,11
U2309,5,5,1,Gas,Moderate,24
U2310,5,5,1,Gas,Moderate,4
U2311,1,1,1,Gas,Light,23
U2312,6,6,1,Gas,Moderate,11
U2313,3,3,2,Gas,Light,0
U2314,4,4,1,Electric,Moderate,19
U2315,1,1,1,Gas,Light,27
U2316,3,3,1,Gas,Moderate,15
U2317,3,3,2,Gas,Moderate,29
U2318,1,1,1,Electric,Light,11
U2319,5,5,3,Electric,Moderate,8
U2320,3,3,1,Electric,Moderate,12
U2321,5,5,3,Gas,Light,16
U2322,1,1,2,Gas,Light,16
U2323,5,5,1,Electric,Moderate,3
U2324,2,2,1,Gas,Moderate,13
U2325,4,4,1,Gas,Moderate,18
U2326,7,7,1,Electric,Light,6
U2327,3,3,2,Gas,Moderate,26
U2328,6,6,1,Gas,Light,2
U2329,4,4,1,Gas,Heavy,0
U2330,7,7,1,Gas,Moderate,11
U2331,5,5,2,Gas,Heavy,14
U2332,3,3,1,Electric,Moderate,10
U2333,5,5,1,Electric,Moderate,9
U2334,2,2,1,Gas,Moderate,1
U2335,1,1,2,Electric,Moderate,25
U2336,3,3,1,Gas,Moderate,28
U2337,7,7,1,Gas,Moderate,3
U2338,7,7,1,Electric,Moderate,16
U2339,2,2,1,Electric,Moderate,16
U2340,2,2,1,Gas,Moderate,27
U2341,3,3,2,Electric,Heavy,29
U2342,5,5,2,Electric,Moderate,7
U2343,6,6,1,Electric,Moderate,22
U2344,7,7,2,Gas,Moderate,13
U2345,7,7,1,Electric,Moderate,23
U2346,2,2,2,Solar,Heavy,28
U2347,4,4,2,Electric,Heavy,3
U2348,2,2,1,Gas,Moderate,5
U2349,6,6,2,Gas,Moderate,28
U2350,5,5,1,Gas,Moderate,18
U2351,5,5,1,Gas,Moderate,26
U2352,4,4,1,Solar,Heavy,28
U2353,7,7,1,Gas,Light,23
U2354,2,2,2,Gas,Light,3
U2355,5,5,2,Solar,Light,2
U2356,6,6,1,Gas,Moderate,19
U2357,3,3,2,Gas,Heavy,5
U2358,1,1,2,Gas,Light,26
U2359,1,1,1,Gas,Moderate,22
U2360,1,1,1,Gas,Moderate,6
U2361,7,7,1,Solar,Moderate,13
U2362,2,2,1,Gas,Moderate,11
U2363,4,4,2,Gas,Heavy,15
U2364,5,5,1,Gas,Light,19
U2365,3,3,2,Gas,Moderate,7
U2366,6,6,1,Gas,Light,22
U2367,3,3,1,Gas,Moderate,1
U2368,6,6,1,Gas,Heavy,12
U2369,7,7,1,Electric,Light,7
U2370,2,2,1,Gas,Light,24
U2371,1,1,1,Gas,Moderate,20
U2372,2,2,1,Electric,Moderate,19
U2373,7,7,1,Gas,Moderate,15
U2374,4,4,1,Gas,Light,3
U2375,4,4,2,Gas,Light,28
U2376,7,7,1,Gas,Moderate,15
U2377,6,6,1,Gas,Light,19
U2378,5,5,1,Gas,Heavy,5
U2379,5,5,1,Gas,Light,26
U2380,6,6,2,Gas,Moderate,3
U2381,4,4,1,Gas,Light,15
U2382,4,4,1,Gas,Light,22
U2383,4,4,2,Electric,Moderate,22
